r_cntr,object_id,ngood,flags,smss_j,raj2000,dej2000,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_psf,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_psf,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_psf,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_psf,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
158.75,2618879277,1,0,100042.58-545002.3,150.177422,-54.833987,36,36,58831.6982,0,0.674,,,,,,,,,,,,,,,,,,,,,,,,,19.1603,0.0349,19.798,0.2617,19.3465,0.1366,,,,,,,7.48,430156863
158.77,430155827,26,3,100053.86-544918.2,150.224368,-54.821702,36,49,57873.3115,0,0.981,,,,,,,,,,,,,18.3287,0.0107,18.4307,0.0451,18.3299,0.0206,17.7763,0.0152,17.9124,0.0438,17.7753,0.0213,17.3146,0.0094,17.3824,0.0167,17.323,0.0166,16.9571,0.0142,17.0431,0.0276,16.9697,0.0225,5.48,430155828
158.87,430163863,4,1,100023.20-544800.7,150.09658,-54.800134,36,81,58287.6958,0,0.837,,,,,,,,,,,,,,,,,,,,,,,,,18.8135,0.0541,18.9981,0.1787,18.7881,0.0875,18.393,0.0239,18.5835,0.0929,18.411,0.0648,7.21,430163862
158.95,430163470,36,3,100030.02-544517.2,150.125038,-54.754775,36,46,58007.2442,1,0.984,,,,,,,,,,,,,16.7014,0.0106,16.6831,0.0179,16.7161,0.0132,15.251,0.0092,15.2555,0.0134,15.2565,0.0115,13.8513,0.008,13.8698,0.0075,13.8547,0.0107,13.0589,0.01,13.08,0.0098,13.0623,0.0126,11.26,430163467
159.12,430157007,28,0,100034.97-544954.3,150.145622,-54.83173,36,53,58032.8894,0,0.981,,,,,,,,,,,,,18.2006,0.016,18.2586,0.0257,18.207,0.0218,17.6165,0.0136,17.6536,0.0236,17.6208,0.0231,17.1443,0.01,17.2184,0.0149,17.1616,0.0169,16.899,0.0134,17.0236,0.0231,16.914,0.0217,8.52,430157027
159.47,430155834,7,3,100051.39-544936.5,150.214098,-54.826759,36,118,57476.5834,0,0.349,,,,,,,,,,,,,,,,,,,,,,,,,17.6605,0.0972,17.7258,0.0568,17.651,0.0529,17.2493,0.1136,17.133,0.0963,17.2282,0.0412,5.42,430155833
159.5,430163362,15,0,100038.40-544446.3,150.159981,-54.7462,36,37,58185.0533,0,0.976,,,,,,,,,,,,,19.0817,0.0404,19.1591,0.0555,19.0905,0.0365,18.3729,0.0153,18.4258,0.0468,18.3744,0.0325,17.7167,0.0152,17.7166,0.0275,17.7242,0.0226,17.3512,0.0322,17.2599,0.0664,17.3576,0.0343,11.45,430163361
159.61,430163502,17,0,100025.72-544555.8,150.10711,-54.765471,36,51,58018.1732,0,0.971,,,,,,,,,,,,,19.1746,0.0211,19.4521,0.0687,19.1955,0.0345,18.4124,0.019,18.6236,0.0409,18.4624,0.0329,17.8722,0.0165,18.0566,0.03,17.8955,0.0249,17.565,0.0208,17.7035,0.0411,17.5842,0.0356,11.53,430163529
159.64,2618877691,10,3,100059.44-544738.9,150.247679,-54.794164,105,151,58688.3068,0,0.332,,,,,,,,,,,,,17.2687,0.1864,17.4081,0.0154,18.0312,0.0175,16.417,0.1948,16.7648,0.0219,17.4651,0.0213,16.1335,0.3255,16.1738,0.127,16.9126,0.0413,15.8232,0.1732,16.0182,0.1089,16.4226,0.0457,2.15,430155456
159.83,430157001,4,3,100036.84-544959.6,150.153449,-54.833256,36,51,58287.6958,0,0.305,,,,,,,,,,,,,,,,,,,,,,,,,18.6906,0.1551,17.9027,0.169,18.754,0.0543,18.0991,0.2824,18.4979,0.0935,18.2696,0.1031,3.88,430157025
160.19,430157057,6,1536,100025.47-544850.7,150.106104,-54.814052,36,36,58276.6095,0,0.918,,,,,,,,,,,,,19.6225,0.076,20.0716,0.1087,19.6322,0.0755,19.0058,0.0396,19.3397,0.0941,19.0423,0.0563,18.494,0.0202,18.8454,0.0807,18.5486,0.0502,17.8907,,18.3006,,18.142,,12.15,430157066
160.26,430156874,37,2,100039.00-545003.4,150.162433,-54.834275,36,43,58175.1132,0,0.978,18.0002,0.0659,17.8546,0.1375,18.0486,0.0629,17.5928,0.0317,17.4606,0.0382,17.6251,0.0241,15.9767,0.0375,15.9086,0.0135,16.028,0.0125,15.3968,0.0375,15.3371,0.013,15.4533,0.0136,15.0043,0.0322,14.9188,0.0106,15.0463,0.0121,14.8391,0.0419,14.7478,0.0211,14.852,0.0161,8.26,430156886
160.37,430152079,8,3,100046.57-544451.1,150.193988,-54.747495,36,105,58118.9827,0,0.653,,,,,,,,,,,,,,,,,,,,,,,,,18.136,0.0328,18.443,0.0645,18.1104,0.0312,17.7066,0.0401,17.9287,0.0675,17.653,0.0363,2.13,2618873987
160.5,430155719,17,3,100058.11-544828.3,150.242008,-54.807843,36,36,58165.13,0,0.96,,,,,,,,,,,,,19.619,0.0361,19.3675,0.2317,19.6245,0.0414,18.8124,0.0499,18.9347,0.1022,18.8271,0.0594,18.2453,0.0115,18.382,0.0321,18.2609,0.0244,17.9654,0.0236,18.1072,0.0528,18.0057,0.0405,6.52,430155721
160.59,430155751,8,0,100054.96-544911.0,150.229003,-54.819641,65,41,58118.9814,0,0.808,,,,,,,,,,,,,,,,,,,19.7244,0.0698,20.3803,0.1848,19.8932,0.1057,18.7618,0.0192,19.1631,0.0913,18.8683,0.053,18.2647,0.0547,18.5882,0.1667,18.3928,0.1226,7.42,430155752
160.64,430152080,28,3,100045.68-544448.5,150.190266,-54.74681,36,42,58236.4771,4,0.982,,,,,,,,,,,,,18.785,0.0208,18.9374,0.0437,18.8062,0.0279,17.6627,0.0149,17.7623,0.0207,17.6681,0.0204,16.6692,0.0093,16.7645,0.0111,16.686,0.0138,16.0913,0.0123,16.1928,0.0153,16.1062,0.0165,7.49,430152081
160.69,430163363,40,0,100036.96-544447.5,150.153958,-54.746512,36,36,58116.6865,1,0.983,18.7193,0.0555,19.1458,0.1907,18.8299,0.0804,18.2912,0.0225,18.5215,0.116,18.3167,0.044,17.1538,0.0122,17.2115,0.0246,17.1535,0.0158,16.5953,0.0102,16.6642,0.018,16.5897,0.0155,16.1094,0.0086,16.1937,0.0105,16.1106,0.0129,15.8014,0.0123,15.9186,0.0152,15.8149,0.016,9.71,430163383
160.91,430155750,12,3,100055.56-544905.4,150.231444,-54.818114,36,36,58117.7139,0,0.752,,,,,,,,,,,,,19.8185,0.0515,19.199,0.0777,19.8243,0.065,,,,,,,18.4276,0.0437,18.3472,0.052,18.3606,0.0283,18.0301,0.0636,17.8133,0.0684,17.934,0.0387,4.92,430155746
160.99,430152044,20,3,100051.79-544512.7,150.215735,-54.753476,36,36,58061.4836,0,0.97,,,,,,,,,,,,,19.832,0.0383,19.9902,0.1073,19.8531,0.0492,18.8778,0.0367,18.811,0.1184,18.8889,0.0426,18.0099,0.0193,17.9583,0.0357,18.0051,0.0212,17.5419,0.0202,17.5698,0.0574,17.5451,0.0325,6.69,430155520
161.18,430163477,21,3,100027.65-544532.4,150.115172,-54.758994,36,36,57812.3952,0,0.983,,,,,,,,,,,,,,,,,,,17.6046,0.0473,17.7793,0.1295,17.634,0.0608,16.6642,0.0096,16.7372,0.0218,16.6631,0.0145,16.1723,0.0127,16.2843,0.0185,16.1783,0.0177,4.25,430163495
161.55,430163777,9,3,100022.95-544646.5,150.095371,-54.779705,74,79,57904.8301,0,0.635,,,,,,,,,,,,,,,,,,,17.7485,0.236,18.1437,0.3097,17.7923,0.1026,16.6913,0.1582,16.7906,0.1281,16.739,0.0411,16.191,0.0855,16.0216,0.0253,16.1831,0.0239,6.09,430163782
161.66,2618879453,20,3,100029.60-544931.9,150.123368,-54.825534,46,43,57565.7507,0,0.976,,,,,,,,,,,,,18.2149,0.1457,18.3247,0.0981,18.3,0.097,17.798,0.0781,17.7943,0.0765,17.8513,0.0644,17.3398,0.016,17.3273,0.0199,17.2971,0.0189,17.0867,0.0232,17.0313,0.0422,17.0318,0.0303,1.77,430157024
161.71,430156855,29,3,100044.81-545002.6,150.186689,-54.834053,36,58,58156.0739,0,0.975,,,,,,,,,,,,,17.8827,0.0201,17.6196,0.045,17.8957,0.0163,17.2478,0.0288,16.8485,0.0354,17.2707,0.0187,16.7926,0.0216,16.3261,0.0473,16.7525,0.0154,16.4874,0.022,16.2805,0.0437,16.4724,0.0202,5.43,430156856
161.78,430163758,25,0,100023.73-544623.6,150.098837,-54.773224,36,52,58200.8821,0,0.982,,,,,,,,,,,,,18.8945,0.0224,19.1069,0.0487,18.9138,0.0295,17.7797,0.0296,17.9287,0.036,17.7937,0.0322,16.7958,0.0093,16.9126,0.0128,16.8151,0.015,16.1913,0.0125,16.3233,0.0165,16.209,0.0172,8.63,430163760
161.84,430155564,22,3,100044.23-544444.6,150.184241,-54.745729,36,47,58019.389,0,0.98,,,,,,,,,,,,,,,,,,,17.5237,0.0286,17.528,0.0538,17.5324,0.0422,16.4969,0.01,16.5231,0.0171,16.512,0.0144,15.8676,0.0138,15.8602,0.0292,15.8685,0.0159,6.37,2618873991
161.89,430155393,20,0,100059.43-544652.2,150.247546,-54.781142,36,50,58157.9247,0,0.976,,,,,,,,,,,,,19.0857,0.0172,19.2403,0.0388,19.0876,0.026,18.3393,0.0193,18.4566,0.0338,18.3588,0.0264,17.7221,0.0133,17.8283,0.0265,17.7344,0.0207,17.3254,0.0204,17.4422,0.0451,17.354,0.0281,8.76,430155392
161.93,430155455,18,3,100059.70-544740.7,150.248713,-54.794606,36,64,57889.6146,0,0.976,,,,,,,,,,,,,,,,,,,17.7692,0.0891,17.7564,0.096,17.8882,0.0792,16.9003,0.02,16.8314,0.0283,16.9116,0.0169,16.4819,0.0186,16.4294,0.0273,16.4803,0.0192,2.67,2618877691
161.93,430163393,11,0,100033.51-544456.1,150.139588,-54.748896,36,36,58214.6268,0,0.606,,,,,,,,,,,,,20.1393,0.0816,20.201,0.1578,20.1156,0.0811,19.1817,0.0886,19.1131,0.0942,19.1412,0.0601,18.4877,0.0362,18.4278,0.0505,18.386,0.0294,18.0137,0.1365,18.1938,0.0892,18.0014,0.0482,8.39,430163394
161.96,430163783,14,3,100022.62-544656.9,150.094204,-54.782436,36,36,57997.8962,0,0.978,,,,,,,,,,,,,18.8228,0.0278,19.0061,0.0564,18.838,0.0358,18.1772,0.0328,18.3806,0.0494,18.1663,0.0516,17.6177,0.0216,17.6947,0.0259,17.624,0.0248,17.316,0.0162,17.4169,0.035,17.329,0.029,8.98,430163782
162.05,430157035,11,0,100031.40-544943.1,150.130809,-54.828603,36,36,58353.0821,0,0.946,,,,,,,,,,,,,19.7765,0.0402,20.02,0.113,19.8155,0.0641,19.0336,0.0253,19.243,0.0886,19.0461,0.0471,18.342,0.019,18.4989,0.066,18.3478,0.0463,17.9425,0.0212,18.1826,0.0539,18.0065,0.0433,5.68,430157036
162.17,430163361,18,2,100039.65-544442.2,150.165166,-54.745122,44,48,58041.7988,0,0.933,,,,,,,,,,,,,19.1417,0.0246,19.0715,0.0753,19.1441,0.0336,18.3233,0.0383,18.1949,0.0877,18.3669,0.0319,17.6071,0.0538,17.3607,0.0525,17.5976,0.0216,17.3816,0.05,17.0196,0.1013,17.2055,0.0424,4.96,430163360
162.19,430163853,50,3,100022.35-544733.2,150.09308,-54.792561,36,41,58232.6691,1,0.985,16.7529,0.0193,16.8063,0.0332,16.7589,0.0197,16.3827,0.0137,16.3973,0.0352,16.3822,0.0134,15.1434,0.0076,15.1561,0.0108,15.1455,0.0104,14.7641,0.0089,14.7678,0.013,14.7665,0.0118,14.5163,0.0089,14.5007,0.0115,14.5153,0.011,14.4082,0.0126,14.4016,0.0161,14.4085,0.0144,5.47,430163854
162.31,430163360,5,3,100040.22-544442.1,150.167542,-54.745,55,36,58396.496,2,0.721,,,,,,,,,,,,,,,,,,,,,,,,,18.8727,0.0565,18.7039,0.0623,18.8583,0.053,18.1815,0.1596,17.9519,0.1984,18.2424,0.0698,4.96,430163361
162.35,430155565,28,3,100043.23-544442.9,150.180108,-54.745242,36,53,58175.2007,0,0.985,,,,,,,,,,,,,16.4486,0.0092,16.4503,0.0107,16.4522,0.0139,15.3137,0.0111,15.3344,0.0238,15.3163,0.0138,14.3094,0.0088,14.3362,0.009,14.312,0.0124,13.7187,0.0123,13.7507,0.0121,13.7204,0.0157,8.77,430155564
162.45,2618873987,7,1,100046.67-544449.1,150.194481,-54.746977,51,51,58666.839,0,0.541,,,,,,,,,,,,,19.2138,0.1318,19.105,0.1178,19.458,0.0338,18.2575,0.1403,18.2825,0.0384,18.6059,0.0294,17.4468,0.2983,17.4901,0.0534,17.9161,0.059,,,,,,,1.13,430152078
162.63,2618878001,1,3,100056.06-544902.2,150.23361,-54.817291,36,36,58831.6968,0,0.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4931,0.2451,18.711,0.1951,18.7291,0.1425,3.21,430155745
162.78,430157034,9,1,100032.54-544949.4,150.135513,-54.830338,38,36,58319.2784,0,0.885,,,,,,,,,,,,,20.356,0.0353,20.5333,0.2061,20.3498,0.0982,19.3719,0.0299,19.2612,0.1248,19.3637,0.07,18.4226,0.0455,18.2399,0.0482,18.4183,0.034,17.9148,0.0886,17.7216,0.0645,17.9118,0.0518,6.82,430157036
162.81,430163850,53,3,100022.27-544719.5,150.0927,-54.788694,36,115,58276.7599,3,0.986,16.6781,0.0189,16.5565,0.0389,16.6939,0.019,15.7888,0.0146,15.6646,0.0251,15.8301,0.0114,14.8256,0.014,14.7161,0.0396,14.8611,0.0111,14.4643,0.0124,14.3699,0.0427,14.4971,0.0138,14.1706,0.0082,14.1616,0.0281,14.1861,0.0109,13.9027,0.011,13.9223,0.0231,13.9124,0.0135,5.73,430163849
162.92,430157024,6,3,100029.62-544932.0,150.122521,-54.825597,150,39,58676.8818,0,0.294,,,,,,,,,,,,,17.9429,0.1811,17.9305,0.0261,18.3078,0.0231,17.2631,0.1796,17.1762,0.0306,17.6358,0.0263,16.6336,0.2957,16.5468,0.0363,17.105,0.0442,16.332,0.3154,16.2924,0.0623,16.7668,0.0587,1.77,2618879453
162.93,430155752,23,3,100054.62-544917.6,150.227522,-54.821517,36,54,58073.8917,0,0.975,,,,,,,,,,,,,19.282,0.0262,19.4316,0.0799,19.2988,0.0306,18.5579,0.0154,18.6654,0.0552,18.5651,0.0285,17.9514,0.0125,18.0389,0.0256,17.9736,0.0209,17.6806,0.0185,17.849,0.0606,17.7283,0.0312,6.58,430155827
162.96,430157054,27,3,100027.25-544915.0,150.113519,-54.820825,36,41,58051.8609,0,0.982,,,,,,,18.8481,0.0353,19.2131,0.1502,18.8316,0.0639,17.5106,0.0248,17.5214,0.0508,17.5427,0.0231,17.0446,0.0289,16.9972,0.0889,17.0326,0.0344,16.6378,0.0123,16.6471,0.0139,16.6355,0.0162,16.3083,0.014,16.3284,0.0395,16.301,0.0185,2.39,1524775942
163.1,430156859,5,0,100043.97-545005.4,150.183153,-54.83481,50,44,58396.496,0,0.694,,,,,,,,,,,,,,,,,,,,,,,,,19.2652,0.0508,19.5088,0.2444,19.2811,0.1123,18.7,0.0305,19.2271,0.1699,18.847,0.1143,7.82,430156855
163.15,430155382,49,3,100058.25-544616.9,150.242675,-54.771334,36,40,58165.8658,2,0.988,18.3187,0.0333,18.3753,0.0944,18.3316,0.0423,17.5881,0.0146,17.6916,0.0598,17.5921,0.019,16.2522,0.0086,16.292,0.0084,16.2515,0.0111,15.7877,0.009,15.8238,0.0096,15.7867,0.0126,15.3837,0.0079,15.4425,0.0078,15.3863,0.0111,15.1179,0.011,15.2065,0.0111,15.1228,0.0136,7.59,430155383
163.51,430155745,1,3,100056.27-544901.1,150.234836,-54.816747,36,36,58831.6968,0,0.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2821,0.0704,18.3359,0.1782,18.3099,0.1022,3.21,2618878001
163.51,430152072,4,0,100047.84-544451.5,150.199274,-54.747629,36,36,58015.6941,0,0.708,,,,,,,,,,,,,,,,,,,,,,,,,19.0033,0.0353,19.38,0.0874,19.1688,0.0698,18.5974,0.0602,19.4123,0.2843,18.8925,0.1586,8.08,430152070
163.57,430157028,20,1,100033.35-544953.8,150.138902,-54.831514,36,136,58013.4927,0,0.748,,,,,,,,,,,,,18.6113,0.0753,18.5112,0.0353,18.6264,0.0259,18.0581,0.0791,17.9367,0.0405,18.0334,0.0343,17.5316,0.0688,17.4014,0.0374,17.5219,0.0208,17.2294,0.075,17.008,0.0752,17.1176,0.0293,6.7,430157030
163.58,430152078,15,3,100046.78-544447.6,150.194582,-54.746668,170,186,57809.3052,0,0.965,,,,,,,,,,,,,19.3453,0.099,19.1633,0.1036,19.4775,0.0787,,,,,,,18.0164,0.0144,18.0815,0.0338,18.0172,0.025,17.6652,0.0227,17.6842,0.058,17.6625,0.0338,1.13,2618873987
163.66,430157025,11,3,100036.81-545003.8,150.153319,-54.834331,36,70,58062.0534,0,0.918,,,,,,,,,,,,,19.9539,0.0633,19.7063,0.1053,19.9784,0.0726,19.0645,0.1153,18.8509,0.1233,19.1474,0.0603,18.4156,0.0405,18.1912,0.1509,18.4305,0.0331,17.9239,0.0984,17.8223,0.1324,18.0211,0.0563,3.88,430157001
163.69,430155450,7,0,100059.21-544811.8,150.246567,-54.803259,36,36,58458.202,0,0.652,,,,,,,,,,,,,,,,,,,19.5747,0.0288,19.8174,0.1557,19.5714,0.0815,18.9727,0.0244,19.2416,0.0781,19.0453,0.052,18.4126,0.0735,18.7225,0.1457,18.5351,0.0846,7.02,430155448
163.79,430155828,29,3,100054.08-544923.4,150.225283,-54.82313,36,47,58060.4341,0,0.983,,,,,,,,,,,,,18.7972,0.0181,18.6071,0.0995,18.7806,0.0223,17.6445,0.0119,17.7024,0.0408,17.6506,0.0203,16.5813,0.0087,16.6245,0.0201,16.5927,0.0135,15.9398,0.012,16.0178,0.0164,15.9525,0.0157,5.48,430155827
163.82,430155503,7,3,100056.38-544547.6,150.234837,-54.763218,36,65,58209.9806,0,0.893,,,,,,,,,,,,,,,,,,,,,,,,,18.637,0.0178,18.7588,0.0577,18.6687,0.0401,18.3076,0.0543,18.4613,0.0749,18.3547,0.0612,5.5,430155502
163.98,430155505,17,0,100055.92-544542.2,150.232937,-54.761709,36,44,57998.4318,1,0.976,,,,,,,,,,,,,18.8375,0.0205,18.9783,0.0756,18.8613,0.0266,18.2691,0.0205,18.4881,0.0469,18.2972,0.0255,17.7351,0.0144,18.0324,0.0349,17.8045,0.0276,17.442,0.0251,17.8385,0.0659,17.528,0.0445,6.58,430155506
164.06,430157053,9,3,100027.91-544922.4,150.116214,-54.822847,36,49,57953.0129,0,0.765,,,,,,,,,,,,,,,,,,,,,,,,,17.9941,0.0394,17.9965,0.0356,17.9432,0.0255,17.6541,0.06,17.5497,0.0489,17.5957,0.0358,6.17,430157055
164.09,430152071,8,0,100049.04-544455.4,150.204276,-54.748673,36,36,58502.8924,0,0.886,,,,,,,,,,,,,19.8725,0.0346,20.1704,0.0997,19.908,0.0512,19.006,0.0311,19.3064,0.1261,19.0531,0.0421,18.2664,0.0326,18.5657,0.0622,18.3307,0.0474,17.944,0.0517,18.3797,0.1817,18.0694,0.062,10.64,430152067
164.24,430163359,22,0,100041.16-544440.0,150.1715,-54.744417,36,53,58150.4462,0,0.981,,,,,,,,,,,,,18.6584,0.0346,18.8625,0.0392,18.6757,0.026,17.8634,0.0211,18.0305,0.0486,17.8727,0.0268,17.1487,0.0149,17.298,0.0203,17.1792,0.0183,16.7326,0.0155,16.9521,0.0401,16.7838,0.0233,8.49,430163360
164.26,1524775942,6,0,100027.30-544917.5,150.113725,-54.821479,113,278,59042.6186,0,0.51,16.7947,0.3708,16.0761,0.1147,18.1237,0.1435,,,,,,,16.6454,0.3796,16.9747,0.0278,17.9479,0.0319,16.0543,0.3572,16.4638,0.0333,17.4828,0.0398,15.9934,0.1873,15.9086,0.0563,16.7176,0.0822,15.4721,0.3063,15.4616,0.0543,16.4662,0.0561,2.39,430157054
164.6,430157036,10,1,100031.78-544947.9,150.132306,-54.829923,36,53,58174.8429,0,0.769,,,,,,,,,,,,,,,,,,,19.7821,0.1067,19.8214,0.133,19.9049,0.1064,18.9325,0.0471,18.8291,0.0602,18.9141,0.0569,18.3041,0.0642,18.2959,0.0692,18.3838,0.0612,2.75,2618879469
164.63,2618879502,17,3,100029.16-544932.6,150.121505,-54.825737,53,47,57759.6067,0,0.976,,,,,,,,,,,,,,,,,,,17.9357,0.2166,17.9547,0.1694,17.9905,0.1298,17.4597,0.0257,17.3265,0.0216,17.4398,0.0197,17.0426,0.0504,16.7715,0.0565,17.0374,0.0243,2.17,430157024
164.63,430163474,7,0,100028.49-544520.6,150.118622,-54.75576,37,61,58334.0919,0,0.614,,,,,,,,,,,,,,,,,,,,,,,,,19.0593,0.0312,19.354,0.0929,19.0248,0.0467,18.5725,0.0774,18.8874,0.1786,18.5454,0.0888,9.36,430163476
164.81,430157059,24,3,100023.85-544834.8,150.099342,-54.80966,36,46,58184.6233,0,0.991,,,,,,,,,,,,,18.2416,0.0133,18.3195,0.0273,18.2439,0.0226,17.5538,0.0169,17.5804,0.0366,17.5656,0.0232,16.9852,0.0125,16.9823,0.0228,16.992,0.0174,16.6374,0.0156,16.6838,0.0248,16.6454,0.0225,9.95,430157058
164.83,430163847,3,1,100022.14-544742.3,150.092167,-54.795082,36,36,57053.6257,0,0.486,,,,,,,,,,,,,,,,,,,18.2063,0.0941,18.3342,0.2392,18.2002,0.1553,17.8736,0.1214,18.087,0.188,17.7435,0.1098,17.6988,0.0786,17.9699,0.1995,17.6613,0.1236,4.41,430163856
164.87,430155443,15,0,100059.82-544754.4,150.249198,-54.798415,37,36,58208.4392,0,0.934,,,,,,,,,,,,,19.9798,0.0731,20.5059,0.1882,20.1097,0.081,19.1085,0.0291,19.3772,0.0759,19.1624,0.0453,18.2376,0.0159,18.4683,0.0483,18.2541,0.0267,17.7365,0.017,17.9436,0.055,17.7557,0.0366,6.63,2618877719
165.0,430155454,17,0,100100.07-544707.8,150.250194,-54.78547,36,48,58278.5902,0,0.92,,,,,,,,,,,,,19.5531,0.0342,19.6317,0.0669,19.5965,0.0448,18.8225,0.0367,18.7526,0.0825,18.808,0.0327,18.1206,0.0561,17.8744,0.0817,18.1312,0.025,17.7579,0.0597,17.4731,0.0521,17.7881,0.0398,11.19,2618877687
165.06,430152069,8,3,100050.32-544459.9,150.209625,-54.749937,45,73,58065.4363,0,0.903,,,,,,,,,,,,,,,,,,,,,,,,,18.6806,0.0297,18.6248,0.0558,18.6817,0.0393,18.1155,0.0394,18.1562,0.0655,18.1005,0.0484,4.36,430152068
165.33,430152081,29,3,100045.18-544442.6,150.18805,-54.745169,200,80,58170.0996,4,0.968,,,,,,,,,,,,,18.4832,0.1036,18.377,0.0532,18.5478,0.0251,17.278,0.0259,17.1161,0.0495,17.329,0.0184,16.2032,0.0234,16.0577,0.0133,16.2053,0.0125,15.5281,0.0176,15.4308,0.0195,15.514,0.015,3.14,2618873991
165.36,430152068,22,3,100050.79-544501.8,150.211514,-54.750464,72,93,58049.5416,0,0.742,,,,,,,,,,,,,19.2048,0.0303,19.3169,0.0652,19.2044,0.028,18.375,0.0629,18.276,0.1619,18.3378,0.0423,17.5635,0.0332,17.4322,0.0364,17.5058,0.0179,17.1224,0.0302,17.0707,0.0285,17.0682,0.0239,4.36,430152069
165.41,430152039,9,0,100053.46-544518.2,150.22269,-54.755032,36,47,58299.4226,0,0.915,,,,,,,,,,,,,,,,,,,19.6164,0.0665,19.5593,0.1842,19.6243,0.0853,18.7269,0.024,18.6642,0.0613,18.7549,0.0373,18.2722,0.0432,18.5343,0.0754,18.4065,0.0882,11.47,430152043
165.59,430163849,21,3,100021.96-544714.2,150.091472,-54.787267,36,41,57942.1736,4,0.983,,,,,,,,,,,,,16.6346,0.0294,16.6201,0.0939,16.6388,0.0405,16.2037,0.0229,16.1509,0.0269,16.1953,0.0229,15.8599,0.0124,15.8922,0.0168,15.8462,0.0137,15.6639,0.0121,15.6844,0.0178,15.656,0.0161,5.73,430163850
165.61,430163864,3,1024,100022.19-544752.1,150.092441,-54.797774,36,36,58685.5449,0,0.797,,,,,,,,,,,,,20.1127,0.0432,21.2027,0.3735,20.184,0.0855,19.3099,,20.1485,,19.3631,,18.7263,0.0327,19.058,0.1477,18.7486,0.0848,18.2737,0.034,18.5193,0.1481,18.3824,0.1079,9.71,430163847
165.78,430156863,9,0,100042.98-545009.2,150.17896,-54.835867,36,36,58131.9011,0,0.969,,,,,,,,,,,,,19.3931,0.0247,20.0117,0.1367,19.3975,0.0482,18.6171,0.0534,19.3304,0.1498,18.6184,0.0655,17.8042,0.02,17.99,0.0636,17.7986,0.0267,17.4155,0.0454,17.5982,0.0884,17.3648,0.0501,7.48,2618879277
165.83,430163866,12,1,100022.82-544814.9,150.095016,-54.804113,36,36,58263.8835,0,0.948,,,,,,,,,,,,,19.7675,0.019,19.8427,0.101,19.7645,0.0616,18.982,0.0241,18.9562,0.1134,19.0103,0.0458,18.3036,0.0143,18.3115,0.0356,18.3092,0.0283,17.8872,0.0341,18.0355,0.0593,17.9122,0.0433,6.81,430163869
165.91,430155381,48,3,100057.72-544601.7,150.240461,-54.767156,47,47,58124.0856,0,0.983,18.1162,0.0272,18.266,0.0624,18.1405,0.0398,17.6979,0.0234,17.6799,0.0806,17.7008,0.0227,16.3344,0.0308,16.2122,0.0089,16.387,0.0114,15.8698,0.0187,15.7357,0.0275,15.9024,0.0128,15.5336,0.0114,15.4019,0.0426,15.541,0.0113,15.3662,0.0137,15.2972,0.0512,15.3816,0.0139,4.41,430155508
165.93,430155504,19,0,100055.39-544533.8,150.230724,-54.759354,36,38,58009.9169,0,0.976,,,,,,,,,,,,,18.8831,0.0166,19.1223,0.0371,18.9071,0.0236,18.2597,0.0398,18.505,0.0362,18.292,0.0289,17.7023,0.0123,17.9187,0.0295,17.7334,0.0208,17.3381,0.019,17.5703,0.0536,17.3817,0.0338,8.32,430152032
166.05,430156887,25,3,100037.76-545007.7,150.157238,-54.835467,76,72,58050.7361,4,0.985,,,,,,,,,,,,,18.75,0.0558,18.521,0.2154,18.8134,0.0281,17.6506,0.0223,17.3145,0.108,17.6407,0.0238,16.6486,0.0107,16.646,0.0559,16.6721,0.0152,16.055,0.0139,16.1177,0.0366,16.0761,0.0181,5.39,430157026
166.3,430155747,5,1,100056.29-544906.1,150.234387,-54.818384,36,38,58396.4952,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,18.99,0.0592,18.8284,0.094,18.9833,0.0493,18.4669,0.2032,18.7774,0.162,18.7377,0.1434,4.25,2618878001
166.37,2618873991,0,27,100044.82-544440.9,150.186756,-54.744716,36,36,57053.6257,7,0.211,,,,,,,,,,,,,,,,,,,,,,,,,17.6372,,17.7012,,17.6354,,,,,,,,3.14,430152081
166.4,430157055,19,3,100027.32-544920.1,150.113471,-54.822187,61,40,58009.8518,0,0.941,,,,,,,,,,,,,18.0706,0.2124,17.8132,0.037,18.3005,0.0302,17.4438,0.1493,17.1072,0.0378,17.571,0.0526,17.04,0.055,16.5728,0.0658,16.8871,0.0251,16.5308,0.0529,16.205,0.0615,16.4902,0.023,1.98,2618879490
166.44,430155508,12,3,100057.52-544557.8,150.23961,-54.766033,36,44,57357.3529,0,0.982,,,,,,,,,,,,,,,,,,,17.4133,0.0484,17.4274,0.1592,17.4195,0.0547,16.8377,0.0142,16.9209,0.0191,16.8452,0.0209,16.4381,0.0146,16.5131,0.027,16.444,0.0216,4.41,430155381
