,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
56,112.77,481592597,14,3,201229.29-565015.4,303.122035,-56.837688,36,36,57926.5031,0,0.977,,,,,,,,,,,,,20.042,0.0339,20.131,0.1225,20.0643,0.0652,19.1145,0.0258,19.101,0.1078,19.1266,0.0373,18.0306,0.0172,18.1038,0.0568,18.0495,0.0178,17.5918,0.0191,17.6374,0.0691,17.6081,0.0237,8.38,481592598.0
57,113.45,481592587,8,3,201223.48-565017.4,303.097786,-56.838204,36,119,57372.6833,0,0.171,,,,,,,,,,,,,,,,,,,17.1739,0.2306,16.7437,0.2588,17.4398,0.0513,16.6321,0.1462,16.3788,0.032,16.9053,0.0158,16.29,0.2244,15.8461,0.063,16.5976,0.0391,6.7,481592586.0
58,113.84,1585661250,1,1,201212.51-564850.3,303.052111,-56.814023,36,36,58317.5438,0,0.476,,,,,,,,,,,,,,,,,,,,,,,,,19.7348,0.1884,19.4719,0.1816,19.7509,0.1115,,,,,,,8.96,481592569.0
59,115.32,481592677,11,0,201238.42-564920.1,303.160186,-56.82231,36,36,58150.1438,0,0.976,,,,,,,,,,,,,19.4295,0.0155,19.5031,0.0453,19.4384,0.0257,18.8079,0.0354,18.8449,0.0391,18.822,0.0426,18.3725,0.0465,18.5045,0.0467,18.4317,0.026,18.1903,0.024,18.4361,0.073,18.2653,0.0507,8.75,1585661428.0
60,115.59,481592674,30,0,201237.21-564936.5,303.155038,-56.826823,38,42,57847.0206,7,0.983,,,,,,,,,,,,,18.2578,0.0287,18.2974,0.0187,18.2751,0.0133,17.5959,0.0203,17.5828,0.0302,17.585,0.0176,17.0754,0.0077,17.1264,0.0219,17.076,0.0099,16.8714,0.0106,16.9275,0.0208,16.8731,0.0141,11.56,481592675.0
61,116.08,481592569,35,0,201212.05-564842.2,303.050214,-56.811761,36,54,57872.2891,3,0.652,,,,,,,,,,,,,17.3409,0.0939,16.8877,0.0271,17.5811,0.0105,16.7592,0.0816,16.3083,0.0336,16.9867,0.0106,16.2314,0.0732,15.8244,0.0207,16.4696,0.0081,15.9453,0.0713,15.5241,0.0191,16.1763,0.0101,8.96,1585661250.0
62,116.33,1585661392,5,0,201219.42-564643.2,303.080871,-56.778704,36,64,58320.5352,0,0.832,,,,,,,,,,,,,20.7087,0.0704,20.7353,0.1706,20.6637,0.071,20.0252,0.0518,20.1587,0.1646,20.0955,0.0584,19.5195,0.0317,19.7109,0.1751,19.5172,0.0908,,,,,,,12.28,1585661393.0
63,117.42,481592598,24,2,201230.26-565018.1,303.126075,-56.838418,122,111,57975.9149,3,0.625,,,,,,,,,,,,,18.1806,0.1569,17.8306,0.0632,18.3572,0.0201,17.6052,0.1156,17.2848,0.0778,17.7731,0.0246,17.1085,0.073,16.7647,0.0361,17.3036,0.0112,16.9023,0.0668,16.4889,0.0381,17.0199,0.0159,8.38,481592597.0
64,118.12,481592583,11,0,201216.82-564956.5,303.070076,-56.832414,43,36,58323.6554,0,0.941,,,,,,,,,,,,,20.0196,0.0261,20.0085,0.069,20.0149,0.0392,19.271,0.0197,19.2444,0.0724,19.2648,0.032,18.7299,0.0255,18.7508,0.0674,18.712,0.0324,18.4181,0.0279,18.6636,0.0833,18.5005,0.0652,10.73,481592582.0
65,118.22,481592599,8,0,201231.90-565013.9,303.133025,-56.837226,197,176,58380.4063,0,0.659,,,,,,,,,,,,,20.1091,0.2922,19.7753,0.1445,20.3389,0.0823,19.1484,0.3285,18.858,0.1411,19.5241,0.0505,18.6921,0.095,18.2194,0.1203,18.7929,0.0313,18.4621,0.1063,18.3526,0.0997,18.5084,0.0648,14.34,481592598.0
66,118.44,481592675,11,0,201236.60-564946.8,303.15246,-56.829707,36,36,58172.2288,0,0.975,,,,,,,,,,,,,19.2222,0.0279,19.4544,0.0598,19.228,0.0335,18.6963,0.0182,18.7584,0.0488,18.7089,0.0283,18.3388,0.0269,18.4286,0.0467,18.3566,0.022,18.2833,0.0543,18.3917,0.0684,18.295,0.046,11.56,481592674.0
67,119.8,481592586,27,2,201223.05-565023.7,303.096086,-56.839817,90,305,57959.9824,8,0.172,,,,,,,,,,,,,16.308,0.1369,15.7423,0.0296,17.0722,0.0201,15.6558,0.1543,15.1667,0.0364,16.4879,0.0244,15.1141,0.1442,14.7332,0.0355,15.9501,0.0241,14.878,0.1321,14.3875,0.0297,15.6901,0.0199,3.92,2686746295.0
