,RA,DEC,_r,recno,ID,F555W,e_F555W,F814W,e_F814W,RAJ2000,DEJ2000,MPG,d,in_field,Weight
30578,14.84110417,-72.15711389,0.030203,61927,77845,25.395,0.046,24.474,0.028,00 59 21.865,-72 09 25.61,,3.2364845,IN,5
6844,14.73577917,-72.18908611,0.015279,57490,70897,25.169,0.042,24.135,0.027,00 58 56.587,-72 11 20.71,,3.2364855,IN,5
15346,14.7693125,-72.17853889,0.001081,38201,44406,24.169,0.044,22.635,0.042,00 59 04.635,-72 10 42.74,,3.2364855,IN,5
14363,14.76622917,-72.19891944,0.021429,60200,75076,25.301,0.049,24.333,0.038,00 59 03.895,-72 11 56.11,,3.2364855,IN,5
99,14.68765833,-72.17986944,0.024804,55406,67781,25.065,0.032,23.979,0.05,00 58 45.038,-72 10 47.53,,3.2364855,IN,5
18936,14.7806,-72.15593889,0.021886,61909,77818,25.276,0.057,24.295,0.036,00 59 07.344,-72 09 21.38,,3.2369306,IN,5
23898,14.8008875,-72.17338333,0.010782,63015,79637,25.45,0.04,24.556,0.029,00 59 12.213,-72 10 24.18,,3.2369332,IN,5
24734,14.8048625,-72.19216389,0.018437,64431,82068,25.527,0.055,24.671,0.039,00 59 13.167,-72 11 31.79,,3.2373803,IN,5
7928,14.741375,-72.19565278,0.019938,56052,68746,25.092,0.033,24.018,0.039,00 58 57.930,-72 11 44.35,,3.2378254,IN,5
28520,14.82685,-72.18902778,0.021295,58398,72269,25.216,0.063,24.204,0.036,00 59 18.444,-72 11 20.50,,3.2378254,IN,5
26038,14.81198333,-72.15466389,0.026461,58696,72716,25.232,0.034,24.228,0.027,00 59 14.876,-72 09 16.79,,3.2378263,IN,5
13508,14.76345417,-72.15951667,0.018045,58098,71813,25.203,0.053,24.184,0.029,00 59 03.229,-72 09 34.26,,3.2382724,IN,5
9581,14.74911667,-72.19540556,0.018846,56317,69139,25.109,0.037,24.043,0.059,00 58 59.788,-72 11 43.46,,3.2382731,IN,5
7066,14.73695,-72.17025,0.012036,59993,74746,25.289,0.063,24.313,0.033,00 58 56.868,-72 10 12.90,,3.2382731,IN,5
21152,14.78855833,-72.19131667,0.015139,59246,73549,25.257,0.063,24.265,0.03,00 59 09.254,-72 11 28.74,,3.238274,IN,5
20497,14.7860625,-72.15311111,0.024986,61807,77668,25.391,0.046,24.466,0.03,00 59 08.655,-72 09 11.20,,3.238275,IN,5
29332,14.83209583,-72.17104444,0.020559,60124,74948,25.3,0.044,24.329,0.029,00 59 19.703,-72 10 15.76,,3.2387195,IN,5
23775,14.80028333,-72.16309167,0.017416,60159,75005,25.306,0.079,24.338,0.059,00 59 12.068,-72 09 47.13,,3.2387211,IN,5
15690,14.77035,-72.15255556,0.024952,56947,70088,25.142,0.055,24.092,0.054,00 59 04.884,-72 09 09.20,,3.2387218,IN,5
2129,14.70449167,-72.20099722,0.030552,57595,71062,25.175,0.029,24.141,0.025,00 58 49.078,-72 12 03.59,,3.2391663,IN,5
17812,14.77684167,-72.19381111,0.016518,65742,84315,25.587,0.044,24.759,0.027,00 59 06.442,-72 11 37.72,,3.2391672,IN,5
31266,14.8463875,-72.19812222,0.031549,62944,79515,25.449,0.076,24.552,0.047,00 59 23.133,-72 11 53.24,,3.2391672,IN,5
15866,14.77090833,-72.15959444,0.017923,64528,82232,25.535,0.054,24.681,0.046,00 59 05.018,-72 09 34.54,,3.239168,IN,5
10746,14.75378333,-72.18185556,0.006229,41861,49164,24.371,0.037,22.935,0.013,00 59 00.908,-72 10 54.68,,3.239169,IN,5
23728,14.80005,-72.16476944,0.016011,45088,53414,24.542,0.034,23.191,0.02,00 59 12.012,-72 09 53.17,,3.239615,IN,5
10883,14.75428333,-72.16075278,0.017291,45680,54195,24.566,0.065,23.227,0.095,00 59 01.028,-72 09 38.71,,3.239616,IN,5
26027,14.81189167,-72.19236667,0.019965,65693,84237,25.586,0.074,24.757,0.038,00 59 14.854,-72 11 32.52,,3.239616,IN,5
17915,14.77715833,-72.15738056,0.0203,58966,73117,25.238,0.098,24.235,0.067,00 59 06.518,-72 09 26.57,,3.239616,IN,5
9445,14.7485125,-72.16014167,0.018389,61815,77681,25.387,0.046,24.458,0.042,00 58 59.643,-72 09 36.51,,3.240061,IN,5
2278,14.70557917,-72.18725556,0.021538,60591,75687,25.327,0.031,24.368,0.026,00 58 49.339,-72 11 14.12,,3.240062,IN,5
10722,14.753675,-72.17219167,0.006951,47185,56176,24.649,0.022,23.351,0.017,00 59 00.882,-72 10 19.89,,3.2400627,IN,5
3239,14.71214583,-72.16535833,0.021056,47456,56532,24.663,0.034,23.372,0.028,00 58 50.915,-72 09 55.29,,3.2400627,IN,5
24370,14.80308333,-72.16121389,0.019454,55667,68173,25.073,0.028,23.987,0.024,00 59 12.740,-72 09 40.37,,3.2400627,IN,5
5159,14.7255,-72.17316111,0.013811,59793,74399,25.287,0.047,24.308,0.023,00 58 54.120,-72 10 23.38,,3.2400627,IN,5
14154,14.765575,-72.20111667,0.023632,58503,72424,25.216,0.033,24.201,0.027,00 59 03.738,-72 12 04.02,,3.240509,IN,5
3002,14.7105375,-72.18456111,0.019044,56933,70066,25.14,0.033,24.087,0.029,00 58 50.529,-72 11 04.42,,3.240509,IN,5
20041,14.78444167,-72.191825,0.015149,40707,47648,24.308,0.028,22.839,0.019,00 59 08.266,-72 11 30.57,,3.2405097,IN,5
4471,14.72081667,-72.17844722,0.014574,26426,29495,23.444,0.056,21.543,0.039,00 58 52.996,-72 10 42.41,,3.2405107,IN,5
25933,14.81139167,-72.18094722,0.013621,43801,51693,24.474,0.025,23.088,0.016,00 59 14.734,-72 10 51.41,,3.2405114,IN,5
2472,14.70687083,-72.17415,0.019109,59868,74531,25.285,0.042,24.304,0.027,00 58 49.649,-72 10 26.94,,3.2409558,IN,5
15719,14.77044583,-72.15786389,0.019647,61192,76634,25.355,0.055,24.409,0.024,00 59 04.907,-72 09 28.31,,3.2409558,IN,5
21375,14.78957917,-72.16105833,0.017682,60524,75586,25.323,0.045,24.361,0.038,00 59 09.499,-72 09 39.81,,3.2409568,IN,5
31368,14.84720417,-72.17053611,0.025129,57816,71397,25.185,0.031,24.154,0.019,00 59 23.329,-72 10 13.93,,3.2409568,IN,5
5682,14.72885417,-72.20038889,0.025879,59758,74342,25.283,0.04,24.301,0.037,00 58 54.925,-72 12 01.40,,3.2409575,IN,5
15599,14.77007083,-72.18712222,0.009637,55780,68331,25.083,0.039,24.001,0.044,00 59 04.817,-72 11 13.64,,3.2409575,IN,5
732,14.69349167,-72.19590833,0.029378,60859,76125,25.342,0.037,24.389,0.028,00 58 46.438,-72 11 45.27,,3.2414029,IN,5
4178,14.71870833,-72.19109444,0.02038,58395,72266,25.216,0.03,24.2,0.036,00 58 52.490,-72 11 27.94,,3.2414029,IN,5
25513,14.80901667,-72.18094722,0.012919,62786,79263,25.442,0.034,24.539,0.019,00 59 14.164,-72 10 51.41,,3.2414038,IN,5
17945,14.77727917,-72.15715278,0.020531,60255,75172,25.312,0.041,24.344,0.027,00 59 06.547,-72 09 25.75,,3.2414045,IN,5
8914,14.7461625,-72.19272778,0.01667,60238,75137,25.308,0.05,24.338,0.053,00 58 59.079,-72 11 33.82,,3.2414055,IN,5
4353,14.71992083,-72.20238056,0.028954,57948,71583,25.191,0.038,24.162,0.033,00 58 52.781,-72 12 08.57,,3.2418506,IN,5
18631,14.77956667,-72.17509444,0.004196,43869,51778,24.477,0.026,23.091,0.03,00 59 07.096,-72 10 30.34,,3.2418506,IN,5
6223,14.73218333,-72.15459167,0.025443,49810,59776,24.785,0.059,23.553,0.065,00 58 55.724,-72 09 16.53,,3.2418516,IN,5
25460,14.80875833,-72.17811111,0.012388,57687,71209,25.181,0.045,24.147,0.022,00 59 14.102,-72 10 41.20,,3.2418516,IN,5
24543,14.80394167,-72.17747222,0.010899,61006,76346,25.347,0.038,24.396,0.015,00 59 12.946,-72 10 38.90,,3.2418516,IN,5
28048,14.82379167,-72.18350556,0.018003,58810,72890,25.235,0.073,24.228,0.048,00 59 17.710,-72 11 00.62,,3.2418516,IN,5
26973,14.81727083,-72.16139444,0.021998,61590,77290,25.377,0.047,24.441,0.037,00 59 16.145,-72 09 41.02,,3.2418525,IN,5
19212,14.78153333,-72.16069722,0.017282,59702,74257,25.273,0.079,24.285,0.064,00 59 07.568,-72 09 38.51,,3.2418525,IN,5
4408,14.72032083,-72.19743611,0.024762,62328,78504,25.415,0.042,24.498,0.042,00 58 52.877,-72 11 50.77,,3.2418532,IN,5
8664,14.7450875,-72.15591111,0.022732,58169,71924,25.206,0.041,24.184,0.044,00 58 58.821,-72 09 21.28,,3.2422976,IN,5
3109,14.711275,-72.19156667,0.022419,54386,66296,25.012,0.04,23.893,0.056,00 58 50.706,-72 11 29.64,,3.2422976,IN,5
24911,14.8057,-72.15499167,0.02525,58531,72466,25.22,0.034,24.205,0.029,00 59 13.368,-72 09 17.97,,3.2422976,IN,5
7315,14.73828333,-72.16013889,0.019649,60700,75869,25.334,0.044,24.376,0.041,00 58 57.188,-72 09 36.50,,3.2422986,IN,5
7410,14.7387625,-72.15863333,0.020927,59728,74292,25.284,0.049,24.301,0.036,00 58 57.303,-72 09 31.08,,3.2422986,IN,5
1317,14.69845833,-72.19448056,0.0273,56836,69938,25.138,0.066,24.082,0.096,00 58 47.630,-72 11 40.13,,3.2422986,IN,5
9805,14.75002083,-72.17220833,0.007709,64098,81484,25.51,0.053,24.64,0.048,00 59 00.005,-72 10 19.95,,3.2422993,IN,5
15362,14.76934167,-72.15610833,0.021394,60731,75920,25.332,0.082,24.373,0.089,00 59 04.642,-72 09 21.99,,3.2423003,IN,5
25490,14.8089375,-72.16588611,0.017013,63504,80462,25.477,0.042,24.59,0.021,00 59 14.145,-72 09 57.19,,3.2427447,IN,5
27820,14.82237917,-72.19758889,0.026017,63432,80361,25.477,0.065,24.59,0.069,00 59 17.371,-72 11 51.32,,3.2427447,IN,5
19838,14.78369167,-72.15651944,0.021501,54790,66890,25.035,0.049,23.927,0.051,00 59 08.086,-72 09 23.47,,3.2427454,IN,5
30763,14.84239583,-72.15653889,0.030884,62371,78575,25.419,0.042,24.503,0.036,00 59 22.175,-72 09 23.54,,3.2427464,IN,5
16672,14.77327083,-72.17762222,0.001516,48970,58638,24.739,0.032,23.483,0.023,00 59 05.585,-72 10 39.44,,3.2427464,IN,5
15169,14.768775,-72.15971111,0.017789,64927,82934,25.55,0.073,24.699,0.096,00 59 04.506,-72 09 34.96,,3.2431924,IN,5
16016,14.77132083,-72.16233333,0.015194,59648,74174,25.278,0.043,24.291,0.024,00 59 05.117,-72 09 44.40,,3.2431924,IN,5
6760,14.73530417,-72.193025,0.018524,62671,79065,25.432,0.036,24.522,0.038,00 58 56.473,-72 11 34.89,,3.2431924,IN,5
15601,14.770075,-72.17465833,0.002891,52666,63801,24.926,0.059,23.763,0.063,00 59 04.818,-72 10 28.77,,3.2431934,IN,5
7117,14.73727917,-72.185475,0.012406,40611,47526,24.302,0.015,22.827,0.014,00 58 56.947,-72 11 07.71,,3.2431934,IN,5
30491,14.84044583,-72.18999167,0.025355,41151,48238,24.336,0.058,22.878,0.049,00 59 21.707,-72 11 23.97,,3.2431934,IN,5
14017,14.76518333,-72.15601667,0.021505,61040,76406,25.35,0.065,24.399,0.048,00 59 03.644,-72 09 21.66,,3.2431934,IN,5
31019,14.84452083,-72.18288056,0.023928,57559,70998,25.175,0.031,24.136,0.026,00 59 22.685,-72 10 58.37,,3.2436395,IN,5
26814,14.81627083,-72.16793611,0.017517,65014,83081,25.557,0.046,24.709,0.024,00 59 15.905,-72 10 04.57,,3.2436395,IN,5
21097,14.788325,-72.16473056,0.014161,57854,71451,25.185,0.047,24.151,0.028,00 59 09.198,-72 09 53.03,,3.2436402,IN,5
23370,14.79841667,-72.17158333,0.010946,62814,79321,25.437,0.047,24.529,0.028,00 59 11.620,-72 10 17.70,,3.2436411,IN,5
26808,14.81625417,-72.17176944,0.015749,56173,68928,25.099,0.039,24.022,0.02,00 59 15.901,-72 10 18.37,,3.243642,IN,5
18648,14.77962917,-72.15719444,0.020598,60033,74818,25.3,0.039,24.323,0.03,00 59 07.111,-72 09 25.90,,3.2440865,IN,5
20184,14.78492083,-72.19583889,0.019028,59859,74512,25.286,0.046,24.302,0.032,00 59 08.381,-72 11 45.02,,3.2440865,IN,5
8486,14.74420833,-72.17396111,0.008189,62452,78720,25.422,0.083,24.506,0.088,00 58 58.610,-72 10 26.26,,3.2440882,IN,5
28257,14.82525417,-72.16458333,0.021693,57245,70526,25.159,0.031,24.111,0.032,00 59 18.061,-72 09 52.50,,3.244535,IN,5
4473,14.720825,-72.18331944,0.01566,60381,75371,25.315,0.049,24.345,0.037,00 58 52.998,-72 10 59.95,,3.244536,IN,5
15680,14.7703125,-72.18096944,0.003522,35360,40715,24.009,0.073,22.386,0.072,00 59 04.875,-72 10 51.49,,3.244536,IN,5
27185,14.81851667,-72.15465,0.027538,59985,74734,25.296,0.044,24.316,0.029,00 59 16.444,-72 09 16.74,,3.2449813,IN,5
8086,14.74220417,-72.197175,0.021237,64378,81972,25.526,0.058,24.661,0.045,00 58 58.129,-72 11 49.83,,3.2449813,IN,5
7849,14.74107083,-72.1925,0.017163,57787,71354,25.184,0.039,24.148,0.028,00 58 57.857,-72 11 33.00,,3.2449813,IN,5
30930,14.84375417,-72.16936389,0.024481,36612,42341,24.082,0.034,22.495,0.059,00 59 22.501,-72 10 09.71,,3.244982,IN,5
23492,14.79895,-72.19325556,0.01833,59878,74550,25.292,0.045,24.31,0.037,00 59 11.748,-72 11 35.72,,3.244982,IN,5
25052,14.80659167,-72.17401111,0.012219,63454,80394,25.474,0.038,24.583,0.024,00 59 13.582,-72 10 26.44,,3.244983,IN,5
12379,14.75976667,-72.18064444,0.004094,63713,80828,25.487,0.056,24.602,0.036,00 59 02.344,-72 10 50.32,,3.245429,IN,5
2568,14.7074875,-72.16290833,0.023665,61912,77822,25.395,0.05,24.464,0.046,00 58 49.797,-72 09 46.47,,3.245429,IN,5
17083,14.77454583,-72.16941944,0.008301,46108,54772,24.591,0.026,23.258,0.019,00 59 05.891,-72 10 09.91,,3.245429,IN,5
26622,14.81522917,-72.16320556,0.020261,59773,74364,25.277,0.041,24.287,0.027,00 59 15.655,-72 09 47.54,,3.245429,IN,5
11303,14.75594583,-72.18148611,0.005501,58622,72614,25.229,0.041,24.215,0.027,00 59 01.427,-72 10 53.35,,3.245429,IN,5
19949,14.78410417,-72.19923889,0.022268,52261,63231,24.905,0.054,23.729,0.019,00 59 08.185,-72 11 57.26,,3.2454298,IN,5
22994,14.7967375,-72.19740278,0.021717,62598,78956,25.433,0.041,24.521,0.035,00 59 11.217,-72 11 50.65,,3.2454298,IN,5
30875,14.843275,-72.18935278,0.025812,56810,69898,25.135,0.037,24.074,0.039,00 59 22.386,-72 11 21.67,,3.2454298,IN,5
25375,14.80825,-72.16544444,0.017167,63172,79919,25.46,0.044,24.561,0.057,00 59 13.980,-72 09 55.60,,3.2458742,IN,5
21316,14.789275,-72.18954444,0.013643,62128,78178,25.402,0.05,24.474,0.038,00 59 09.426,-72 11 22.36,,3.245876,IN,5
2654,14.70808333,-72.18555278,0.020119,63674,80762,25.486,0.04,24.6,0.035,00 58 49.940,-72 11 07.99,,3.245876,IN,5
788,14.69394583,-72.16935833,0.024184,61655,77420,25.382,0.044,24.444,0.035,00 58 46.547,-72 10 09.69,,3.245876,IN,5
6871,14.73590417,-72.16246389,0.018019,62711,79143,25.432,0.06,24.519,0.027,00 58 56.617,-72 09 44.87,,3.245876,IN,5
6192,14.73203333,-72.1621,0.018992,54844,66974,25.036,0.07,23.925,0.026,00 58 55.688,-72 09 43.56,,3.245876,IN,5
9288,14.74790417,-72.191875,0.015675,60406,75412,25.314,0.057,24.342,0.031,00 58 59.497,-72 11 30.75,,3.245876,IN,5
2951,14.71019167,-72.19738889,0.026681,62510,78810,25.426,0.034,24.51,0.033,00 58 50.446,-72 11 50.60,,3.2458768,IN,5
20692,14.7868625,-72.15452222,0.023668,54622,66653,25.03,0.048,23.916,0.052,00 59 08.847,-72 09 16.28,,3.2458768,IN,5
10127,14.75139583,-72.15401111,0.024055,61295,76798,25.36,0.056,24.411,0.047,00 59 00.335,-72 09 14.44,,3.2458777,IN,5
22159,14.793075,-72.17029722,0.010452,65772,84371,25.595,0.057,24.763,0.031,00 59 10.338,-72 10 13.07,,3.2463222,IN,5
13058,14.761975,-72.15538611,0.022199,59686,74233,25.275,0.044,24.283,0.036,00 59 02.874,-72 09 19.39,,3.2463222,IN,5
18290,14.7785125,-72.16725833,0.010705,58015,71689,25.195,0.026,24.163,0.032,00 59 06.843,-72 10 02.13,,3.2463229,IN,5
11002,14.75477083,-72.18380556,0.007549,44031,51998,24.487,0.027,23.101,0.018,00 59 01.145,-72 11 01.70,,3.2463229,IN,5
23813,14.80047083,-72.15737222,0.022405,60127,74951,25.301,0.049,24.322,0.027,00 59 12.113,-72 09 26.54,,3.2463238,IN,5
14584,14.76692083,-72.16837778,0.009132,61114,76522,25.353,0.039,24.4,0.02,00 59 04.061,-72 10 06.16,,3.2463245,IN,5
15882,14.77095833,-72.16175,0.01577,64381,81976,25.526,0.047,24.659,0.027,00 59 05.030,-72 09 42.30,,3.246769,IN,5
9512,14.74883333,-72.18606111,0.010435,60780,75992,25.338,0.059,24.377,0.034,00 58 59.720,-72 11 09.82,,3.246769,IN,5
4437,14.72055417,-72.18946389,0.01889,61908,77817,24.986,0.042,23.849,0.033,00 58 52.933,-72 11 22.07,,3.24677,IN,5
24593,14.80418333,-72.15729444,0.022996,59384,73765,25.264,0.06,24.266,0.051,00 59 13.004,-72 09 26.26,,3.24677,IN,5
13005,14.7617875,-72.16060278,0.017016,61251,76732,25.362,0.074,24.413,0.059,00 59 02.829,-72 09 38.17,,3.24677,IN,5
22010,14.7923625,-72.18853333,0.013259,57882,71497,25.19,0.031,24.155,0.03,00 59 10.167,-72 11 18.72,,3.2467709,IN,5
27722,14.82165417,-72.19870833,0.026755,61076,76463,25.346,0.068,24.389,0.084,00 59 17.197,-72 11 55.35,,3.2467716,IN,5
5948,14.73055833,-72.16477778,0.017194,55202,67464,25.054,0.043,23.951,0.046,00 58 55.334,-72 09 53.20,,3.2467716,IN,5
11723,14.757475,-72.153375,0.024353,56454,69341,25.119,0.055,24.048,0.041,00 59 01.794,-72 09 12.15,,3.247217,IN,5
10215,14.7517125,-72.19815,0.021267,65682,84216,25.591,0.052,24.756,0.043,00 59 00.411,-72 11 53.34,,3.247217,IN,5
29467,14.83314167,-72.17284444,0.020377,61919,77832,25.395,0.041,24.462,0.027,00 59 19.954,-72 10 22.24,,3.2472186,IN,5
2926,14.71000417,-72.17423889,0.01815,51823,62618,24.881,0.04,23.691,0.069,00 58 50.401,-72 10 27.26,,3.2472186,IN,5
19870,14.783825,-72.154575,0.023411,62593,78941,25.423,0.062,24.504,0.04,00 59 08.118,-72 09 16.47,,3.2472186,IN,5
1922,14.70294167,-72.20166667,0.03137,61066,76443,25.353,0.033,24.399,0.021,00 58 48.706,-72 12 06.00,,3.2472186,IN,5
12009,14.758475,-72.16832222,0.009661,36285,41918,24.064,0.024,22.465,0.029,00 59 02.034,-72 10 05.96,,3.2476637,IN,5
1492,14.69979167,-72.19267222,0.025883,60723,75908,25.334,0.027,24.37,0.031,00 58 47.950,-72 11 33.62,,3.2476637,IN,5
31519,14.848375,-72.17842222,0.024515,62442,78701,25.418,0.043,24.496,0.027,00 59 23.610,-72 10 42.32,,3.2476637,IN,5
19404,14.78215833,-72.15706944,0.020865,58199,71967,25.2,0.06,24.169,0.029,00 59 07.718,-72 09 25.45,,3.2476656,IN,5
18028,14.7776,-72.15813889,0.019568,56062,68761,25.096,0.05,24.013,0.081,00 59 06.624,-72 09 29.30,,3.2476656,IN,5
1704,14.70147917,-72.18638611,0.022304,58508,72432,25.217,0.041,24.194,0.029,00 58 48.355,-72 11 10.99,,3.2481108,IN,5
24488,14.80368333,-72.1549,0.025059,57318,70629,25.163,0.033,24.113,0.034,00 59 12.884,-72 09 17.64,,3.2481117,IN,5
25504,14.80899583,-72.17347778,0.013081,47260,56272,24.651,0.024,23.345,0.009,00 59 14.159,-72 10 24.52,,3.2481117,IN,5
1831,14.7024125,-72.17325556,0.02062,63353,80226,25.465,0.053,24.566,0.028,00 58 48.579,-72 10 23.72,,3.2481124,IN,5
148,14.68802083,-72.17311667,0.024972,56672,69687,25.131,0.036,24.065,0.046,00 58 45.125,-72 10 23.22,,3.2481124,IN,5
1884,14.70276667,-72.19685833,0.027876,61694,77488,25.385,0.044,24.446,0.033,00 58 48.664,-72 11 48.69,,3.2481134,IN,5
25181,14.80723333,-72.18462778,0.013875,55172,67419,25.051,0.071,23.945,0.079,00 59 13.736,-72 11 04.66,,3.2481134,IN,5
1282,14.69812917,-72.19810556,0.029762,58631,72626,25.225,0.042,24.206,0.03,00 58 47.551,-72 11 53.18,,3.2481134,IN,5
8176,14.74266667,-72.16206389,0.017322,62314,78486,25.41,0.041,24.483,0.023,00 58 58.240,-72 09 43.43,,3.2485595,IN,5
16969,14.77417917,-72.17955278,0.002723,54112,65891,25.0,0.09,23.868,0.054,00 59 05.803,-72 10 46.39,,3.2485595,IN,5
2621,14.707875,-72.19757222,0.027293,63931,81173,25.5,0.052,24.618,0.036,00 58 49.890,-72 11 51.26,,3.2485595,IN,5
26620,14.815225,-72.16041944,0.022314,58573,72541,25.224,0.049,24.204,0.035,00 59 15.654,-72 09 37.51,,3.2485604,IN,5
30402,14.8398,-72.16928056,0.023372,63893,81116,25.496,0.04,24.612,0.033,00 59 21.552,-72 10 09.41,,3.2485604,IN,5
9700,14.74956667,-72.15968333,0.018721,60964,76282,25.345,0.064,24.385,0.032,00 58 59.896,-72 09 34.86,,3.2490056,IN,5
25423,14.80848333,-72.19336111,0.020061,60309,75255,25.307,0.057,24.328,0.024,00 59 14.036,-72 11 36.10,,3.2490065,IN,5
28476,14.82652083,-72.19923611,0.028094,65645,84158,25.583,0.097,24.742,0.074,00 59 18.365,-72 11 57.25,,3.2490065,IN,5
23833,14.80055833,-72.16575,0.015343,54330,66222,25.009,0.098,23.881,0.034,00 59 12.134,-72 09 56.70,,3.2490072,IN,5
2489,14.70695,-72.18664444,0.020891,59739,74306,25.283,0.037,24.292,0.029,00 58 49.668,-72 11 11.92,,3.2490082,IN,5
29893,14.83633333,-72.17354167,0.021188,48574,58089,24.718,0.029,23.444,0.017,00 59 20.720,-72 10 24.75,,3.2494543,IN,5
6734,14.7351875,-72.17850278,0.010194,66060,84897,25.606,0.065,24.776,0.027,00 58 56.445,-72 10 42.61,,3.249456,IN,5
19809,14.78357917,-72.20201111,0.024951,58562,72523,25.227,0.03,24.207,0.025,00 59 08.059,-72 12 07.24,,3.2498996,IN,5
12650,14.760625,-72.1777,0.002368,55720,68253,25.081,0.091,23.988,0.048,00 59 02.550,-72 10 39.72,,3.2498996,IN,5
2869,14.70958333,-72.18165833,0.018454,58396,72267,25.217,0.039,24.192,0.028,00 58 50.300,-72 10 53.97,,3.2499003,IN,5
26729,14.81580417,-72.18796944,0.017905,58823,72910,25.237,0.058,24.222,0.064,00 59 15.793,-72 11 16.69,,3.2499003,IN,5
30260,14.83890417,-72.15303611,0.032644,64500,82180,25.531,0.063,24.663,0.03,00 59 21.337,-72 09 10.93,,3.2499013,IN,5
3850,14.7163875,-72.17856944,0.015934,54177,65985,25.003,0.061,23.871,0.024,00 58 51.933,-72 10 42.85,,3.2499013,IN,5
24358,14.8030375,-72.18352778,0.012212,58139,71877,25.205,0.042,24.174,0.031,00 59 12.729,-72 11 00.70,,3.2499013,IN,5
22081,14.79270417,-72.19436667,0.018441,64508,82192,25.531,0.049,24.663,0.029,00 59 10.249,-72 11 39.72,,3.2499013,IN,5
21600,14.790475,-72.15373889,0.02471,55228,67505,25.055,0.048,23.949,0.075,00 59 09.714,-72 09 13.46,,3.249902,IN,5
7688,14.74026667,-72.17993889,0.008929,63219,80014,25.465,0.051,24.564,0.026,00 58 57.664,-72 10 47.78,,3.249902,IN,5
20555,14.78627083,-72.15417778,0.023961,59417,73809,25.263,0.029,24.261,0.045,00 59 08.705,-72 09 15.04,,3.249902,IN,5
3367,14.7129625,-72.16138056,0.023394,63204,79983,25.46,0.062,24.556,0.05,00 58 51.111,-72 09 40.97,,3.2503474,IN,5
5,14.68671667,-72.16438611,0.028221,60702,75872,25.334,0.049,24.367,0.04,00 58 44.812,-72 09 51.79,,3.2503474,IN,5
14,14.6867875,-72.19838611,0.032534,57530,70957,25.168,0.03,24.118,0.023,00 58 44.829,-72 11 54.19,,3.2503474,IN,5
22910,14.79634167,-72.1753,0.008851,54989,67170,25.046,0.03,23.935,0.019,00 59 11.122,-72 10 31.08,,3.250348,IN,5
14757,14.76747083,-72.16856667,0.008937,63294,80133,25.462,0.038,24.559,0.045,00 59 04.193,-72 10 06.84,,3.250348,IN,5
19616,14.78287083,-72.15385,0.024065,56718,69755,25.133,0.025,24.065,0.031,00 59 07.889,-72 09 13.86,,3.2507944,IN,5
6665,14.7348125,-72.17465556,0.010647,64475,82137,25.531,0.051,24.662,0.038,00 58 56.355,-72 10 28.76,,3.2507951,IN,5
20399,14.78570417,-72.18453889,0.008821,41445,48619,24.347,0.055,22.886,0.024,00 59 08.569,-72 11 04.34,,3.250796,IN,5
1272,14.69801667,-72.16136389,0.026907,64971,83014,25.555,0.053,24.698,0.044,00 58 47.524,-72 09 40.91,,3.250796,IN,5
25808,14.81062917,-72.17131667,0.014348,63322,80180,25.465,0.032,24.563,0.035,00 59 14.551,-72 10 16.74,,3.250796,IN,5
2115,14.70435833,-72.18855833,0.022483,61619,77352,25.381,0.047,24.437,0.029,00 58 49.046,-72 11 18.81,,3.250796,IN,5
17174,14.77479583,-72.15567222,0.021917,65348,83641,25.575,0.04,24.728,0.039,00 59 05.951,-72 09 20.42,,3.250796,IN,5
103,14.68768333,-72.18101667,0.024931,64273,81779,25.512,0.04,24.633,0.036,00 58 45.044,-72 10 51.66,,3.2512422,IN,5
6039,14.73109167,-72.187725,0.01531,57947,71582,25.19,0.036,24.15,0.025,00 58 55.462,-72 11 15.81,,3.2512438,IN,5
10772,14.7538625,-72.18143611,0.005925,60235,75134,25.307,0.051,24.325,0.082,00 59 00.927,-72 10 53.17,,3.2516882,IN,5
29696,14.83484167,-72.16778889,0.022559,62337,78518,25.413,0.055,24.484,0.033,00 59 20.362,-72 10 04.04,,3.2516909,IN,5
16836,14.77377917,-72.15658056,0.020986,59591,74075,25.267,0.042,24.265,0.041,00 59 05.707,-72 09 23.69,,3.2516909,IN,5
24993,14.8062125,-72.16684167,0.015751,57751,71300,25.183,0.059,24.139,0.067,00 59 13.491,-72 10 00.63,,3.2516909,IN,5
315,14.68973333,-72.18785,0.026183,61213,76668,25.357,0.06,24.4,0.051,00 58 45.536,-72 11 16.26,,3.2516909,IN,5
30271,14.83896667,-72.18773333,0.023913,64222,81689,25.509,0.048,24.628,0.041,00 59 21.352,-72 11 15.84,,3.2516909,IN,5
11346,14.75609583,-72.16314722,0.014834,61030,76392,25.349,0.036,24.388,0.041,00 59 01.463,-72 09 47.33,,3.2516909,IN,5
7170,14.73758333,-72.169025,0.012667,62299,78460,25.415,0.045,24.487,0.026,00 58 57.020,-72 10 08.49,,3.2516916,IN,5
9518,14.7488625,-72.19980833,0.02309,60813,76047,25.338,0.048,24.371,0.03,00 58 59.727,-72 11 59.31,,3.252136,IN,5
1877,14.7026875,-72.16569167,0.023311,62518,78825,25.42,0.05,24.494,0.042,00 58 48.645,-72 09 56.49,,3.252138,IN,5
21524,14.79015,-72.15506944,0.023405,61179,76613,25.35,0.046,24.389,0.031,00 59 09.636,-72 09 18.25,,3.252138,IN,5
