,RA,DEC,J,H,Av,R,Weight,in_field
1775,274.6655171,-13.78756528,19.93762585,18.213612,10.630631,31.079968,1,IN
1758,274.652293,-13.7651115,19.23741455,17.473503,10.630631,30.379757,1,IN
1757,274.6855688,-13.76668418,18.68025101,16.81906,10.630631,29.822594,1,IN
1756,274.6500868,-13.76713734,19.59192935,17.845742,10.630631,30.734272,1,IN
1755,274.6546039,-13.77241628,20.11334133,18.400434,10.630631,31.255684,1,IN
1737,274.6792039,-13.75771511,13.9978118,12.967129,10.510511,25.036851,1,IN
1738,274.6987712,-13.75662814,18.98783173,17.168147,10.510511,30.026871,1,IN
1739,274.683074,-13.75526731,19.43852185,17.687049,10.510511,30.477561,1,IN
1740,274.6714744,-13.75509948,18.73046057,16.899256,10.510511,29.7695,1,IN
1741,274.6733688,-13.75499588,19.99604648,18.320648,10.510511,31.035086,1,IN
1742,274.6679635,-13.7975563,19.33009474,17.600311,10.510511,30.369134,1,IN
1743,274.6637747,-13.79114097,19.44201873,17.719042,10.510511,30.481058,1,IN
1744,274.6719667,-13.78942852,19.56689037,17.842331,10.510511,30.60593,1,IN
1860,274.6779032,-13.75832885,18.65771678,16.761793,10.990991,30.109969,1,IN
1745,274.6932829,-13.78815388,19.66784321,17.953356,10.510511,30.706882,1,IN
1747,274.6937097,-13.7810472,18.9143662,17.113543,10.630631,30.056709,1,IN
1748,274.6721955,-13.78087574,19.58076416,17.862758,10.630631,30.723107,1,IN
1749,274.6838047,-13.77675873,19.34797888,17.607007,10.630631,30.490321,1,IN
1750,274.6673428,-13.77672423,18.86135165,17.025718,10.630631,30.003694,1,IN
1751,274.6511785,-13.77476348,20.01382032,18.31088,10.630631,31.156163,1,IN
1752,274.6630716,-13.77403851,17.14334546,15.448025,10.630631,28.285688,1,IN
1753,274.6912118,-13.77305048,14.8473599,13.765633,10.630631,25.989702,1,IN
1754,274.6545619,-13.77278412,20.10672254,18.425176,10.630631,31.249065,1,IN
1746,274.6606049,-13.78307747,19.34469721,17.614531,10.510511,30.383736,1,IN
1694,274.6663836,-13.7775705,19.61675721,17.910171,10.39039,30.552493,1,IN
1861,274.6856273,-13.75586859,19.19022469,17.36487,10.990991,30.642477,1,IN
1863,274.6931708,-13.75037528,19.1905194,17.379198,10.990991,30.642772,1,IN
1970,274.6537479,-13.77334833,19.17780438,17.280251,11.591592,31.146573,1,IN
1971,274.6632722,-13.77304994,15.18177657,14.012645,11.591592,27.150546,1,IN
1972,274.6625031,-13.77165531,17.95356032,16.052232,11.591592,29.922329,1,IN
1973,274.6791008,-13.77054142,19.74293829,17.871632,11.591592,31.711707,1,IN
1974,274.6789247,-13.7689786,14.9841025,13.801593,11.591592,26.952871,1,IN
1975,274.6919039,-13.76849611,20.03083636,18.220417,11.591592,31.999605,1,IN
1976,274.6973601,-13.76587104,19.35703567,17.475751,11.591592,31.325805,1,IN
1977,274.6780082,-13.76575988,19.73875368,17.885772,11.591592,31.707523,1,IN
1978,274.6780175,-13.76541057,18.58317193,16.596852,11.591592,30.551941,1,IN
1979,274.6839277,-13.76530978,19.6497614,17.809235,11.591592,31.61853,1,IN
1980,274.6501241,-13.76489319,20.13623703,18.320662,11.591592,32.105006,1,IN
1981,274.6757561,-13.76262456,20.39269987,18.608171,11.591592,32.361469,1,IN
1982,274.6558391,-13.76261824,19.73269844,17.868778,11.591592,31.701467,1,IN
1983,274.6782618,-13.76233622,20.30815128,18.500526,11.591592,32.27692,1,IN
1984,274.6912929,-13.76181662,17.20471557,15.447878,11.591592,29.173485,1,IN
1985,274.6620468,-13.76081171,19.18889048,17.261868,11.591592,31.157659,1,IN
1986,274.6860562,-13.75908873,19.38468479,17.495335,11.591592,31.353454,1,IN
1969,274.6696261,-13.77548751,19.28140375,17.353457,11.591592,31.250173,1,IN
1987,274.6789103,-13.75508762,19.1433351,17.213316,11.591592,31.112104,1,IN
1968,274.6525915,-13.78016877,19.76956344,17.932288,11.591592,31.738332,1,IN
1966,274.6567298,-13.78797034,19.72802857,17.891838,11.471471,31.593494,1,IN
1949,274.6542668,-13.76566419,19.47446197,17.632786,11.471471,31.339928,1,IN
1950,274.6728561,-13.76491737,14.13060214,13.018781,11.471471,25.996068,1,IN
1951,274.6804185,-13.7637057,18.47541451,16.496865,11.471471,30.34088,1,IN
1952,274.6996456,-13.76285513,19.7323887,17.894674,11.471471,31.597854,1,IN
1953,274.6753475,-13.76220438,19.33877688,17.454615,11.471471,31.204243,1,IN
1954,274.6758924,-13.76182502,20.07163119,18.264364,11.471471,31.937097,1,IN
1955,274.66349,-13.75872006,19.46776295,17.584394,11.471471,31.333229,1,IN
1956,274.6805719,-13.75796008,19.10385415,17.169089,11.471471,30.96932,1,IN
1957,274.6769302,-13.75575287,20.10197225,18.283196,11.471471,31.967438,1,IN
1958,274.6761633,-13.75184533,19.46333413,17.5999,11.471471,31.3288,1,IN
1959,274.6697252,-13.75168873,19.58279459,17.708605,11.471471,31.44826,1,IN
1960,274.6632703,-13.79824542,19.83089632,18.025276,11.471471,31.696362,1,IN
1961,274.6661266,-13.79789277,18.42411308,16.432803,11.471471,30.289579,1,IN
1962,274.6576522,-13.79697871,18.67080988,16.691298,11.471471,30.536276,1,IN
1963,274.6741513,-13.79083289,15.27686272,14.125383,11.471471,27.142328,1,IN
1964,274.6997606,-13.78983623,19.8337004,17.9888,11.471471,31.699166,1,IN
1965,274.6751343,-13.78830034,15.21656811,14.045685,11.471471,27.082034,1,IN
1967,274.681649,-13.78042388,18.83419123,16.877611,11.591592,30.80296,1,IN
1948,274.6711861,-13.76761502,19.91568147,18.090098,11.471471,31.781147,1,IN
1988,274.6744082,-13.75452821,15.27897471,14.109304,11.591592,27.247744,1,IN
1990,274.6913601,-13.7506841,19.29984533,17.386296,11.591592,31.268614,1,IN
2012,274.6563457,-13.76273947,20.00247289,18.175109,11.711712,32.074545,1,IN
2013,274.7004149,-13.76252568,20.0132293,18.178302,11.711712,32.085302,1,IN
2014,274.6728295,-13.76136376,19.78597331,17.929292,11.711712,31.858046,1,IN
2015,274.6878292,-13.75947916,19.77701509,17.904551,11.711712,31.849087,1,IN
2016,274.6939703,-13.75808741,18.69613817,16.688516,11.711712,30.76821,1,IN
2017,274.6730275,-13.75749885,18.89039301,16.906731,11.711712,30.962465,1,IN
2018,274.6656789,-13.75563353,15.00393299,13.841044,11.711712,27.076005,1,IN
2019,274.6592621,-13.75431178,15.34425398,14.169945,11.711712,27.416326,1,IN
2020,274.6898898,-13.75395361,19.31803614,17.397872,11.711712,31.390108,1,IN
2021,274.6757914,-13.75234993,19.64289273,17.757991,11.711712,31.714965,1,IN
2022,274.6798705,-13.75079991,19.77401033,17.896544,11.711712,31.846083,1,IN
2023,274.6681667,-13.7994056,18.7493964,16.753143,11.711712,30.821469,1,IN
2024,274.6724771,-13.7976083,19.77753036,17.904813,11.711712,31.849603,1,IN
2025,274.6794051,-13.79369105,18.87802155,16.90143,11.711712,30.950094,1,IN
2026,274.6550898,-13.78907158,14.6618091,13.361851,11.711712,26.733881,1,IN
2027,274.6502019,-13.78789246,19.34092372,17.415793,11.711712,31.412996,1,IN
2028,274.694956,-13.78582557,20.34472116,18.532014,11.711712,32.416793,1,IN
2011,274.7005958,-13.76423882,19.07877121,17.110958,11.711712,31.150843,1,IN
1989,274.6830356,-13.75226643,19.65425094,17.803623,11.591592,31.62302,1,IN
2010,274.6512785,-13.76537103,19.97917523,18.139652,11.711712,32.051247,1,IN
2008,274.657584,-13.7659508,15.26659354,14.071755,11.711712,27.338666,1,IN
1991,274.6650181,-13.79887952,19.86297532,18.013978,11.591592,31.831744,1,IN
1992,274.6725607,-13.79778373,20.04048118,18.236426,11.591592,32.00925,1,IN
1993,274.6910324,-13.79616975,14.39523932,13.255322,11.591592,26.364008,1,IN
1994,274.6935151,-13.78977787,18.12133904,16.190468,11.591592,30.090108,1,IN
1995,274.6987414,-13.78954114,19.74463373,17.908137,11.591592,31.713403,1,IN
1996,274.6762352,-13.78787375,19.86239601,18.007359,11.591592,31.831165,1,IN
1997,274.6776196,-13.78656705,19.87158591,18.028302,11.591592,31.840355,1,IN
1998,274.6937223,-13.78511217,20.23972068,18.434069,11.591592,32.20849,1,IN
1999,274.6945299,-13.78252068,16.27848382,14.665378,11.591592,28.247253,1,IN
2000,274.6962536,-13.78166371,19.41376579,17.517493,11.711712,31.485838,1,IN
2001,274.6673928,-13.7730691,19.67027228,17.787201,11.711712,31.742345,1,IN
2002,274.6974981,-13.77233589,19.41579947,17.514821,11.711712,31.487872,1,IN
2003,274.6560796,-13.77078375,19.79037363,17.951565,11.711712,31.862446,1,IN
2004,274.6508774,-13.7704648,20.06917281,18.222996,11.711712,32.141245,1,IN
2005,274.6999111,-13.7687269,18.95296427,16.983203,11.711712,31.025037,1,IN
2006,274.6616815,-13.76735207,19.40351721,17.512596,11.711712,31.475589,1,IN
2007,274.6772107,-13.76721448,17.02008388,15.297605,11.711712,29.092156,1,IN
2009,274.6709817,-13.76555317,19.89802859,18.063921,11.711712,31.970101,1,IN
1947,274.69158,-13.76798517,19.3289514,17.437375,11.471471,31.194417,1,IN
1946,274.6542346,-13.76808357,19.73340543,17.921519,11.471471,31.598871,1,IN
1945,274.6689294,-13.77204579,15.71697384,14.177899,11.471471,27.582439,1,IN
1885,274.6945767,-13.76181694,20.05294146,18.291236,11.111111,31.608497,1,IN
1886,274.6814519,-13.76063142,20.35304995,18.596894,11.111111,31.908606,1,IN
1887,274.6963959,-13.76043949,19.23106048,17.382629,11.111111,30.786616,1,IN
1888,274.6825448,-13.75564632,19.83344072,18.047775,11.111111,31.388996,1,IN
1889,274.665317,-13.7921317,18.30566802,16.366235,11.111111,29.861224,1,IN
1890,274.6666774,-13.79090157,18.31956669,16.379993,11.111111,29.875122,1,IN
1891,274.6727396,-13.78733355,18.90940444,17.016017,11.111111,30.46496,1,IN
1892,274.662708,-13.78693132,19.36188102,17.516851,11.111111,30.917437,1,IN
1893,274.6958806,-13.78669587,18.52122624,16.590148,11.111111,30.076782,1,IN
1894,274.6760183,-13.78596504,19.49276204,17.698789,11.111111,31.048318,1,IN
1895,274.6545383,-13.78589513,19.46929672,17.642897,11.111111,31.024852,1,IN
1896,274.6515785,-13.78163373,17.23266819,15.503319,11.231231,28.891527,1,IN
1897,274.683812,-13.78053576,18.42444259,16.470051,11.231231,30.083302,1,IN
1898,274.6947773,-13.77685606,14.66433636,13.508089,11.231231,26.323195,1,IN
1899,274.6843507,-13.77273195,16.87928935,15.199959,11.231231,28.538148,1,IN
1900,274.6546976,-13.771069,18.34112739,16.38258,11.231231,29.999986,1,IN
1901,274.6568569,-13.76609442,19.65452751,17.822655,11.231231,31.313387,1,IN
1884,274.6990016,-13.76214912,18.77207883,16.843557,11.111111,30.327635,1,IN
1902,274.667721,-13.76556987,14.60695046,13.433394,11.231231,26.265809,1,IN
1883,274.667444,-13.76582004,14.58158622,13.426174,11.111111,26.137142,1,IN
1881,274.6749371,-13.76710966,14.43667958,13.339308,11.111111,25.992235,1,IN
1864,274.6944479,-13.79938276,19.9733511,18.232512,10.990991,31.425604,1,IN
1865,274.6642825,-13.79788855,18.80311411,16.917316,10.990991,30.255367,1,IN
1866,274.6614133,-13.79740554,19.86224828,18.09734,10.990991,31.314501,1,IN
1867,274.6822275,-13.79513205,19.19039961,17.385523,10.990991,30.642652,1,IN
1868,274.6720399,-13.79347386,19.59369647,17.813775,10.990991,31.045949,1,IN
1869,274.6536698,-13.79031975,19.32833831,17.49526,10.990991,30.780591,1,IN
1870,274.6578831,-13.78743309,19.68025918,17.908163,10.990991,31.132512,1,IN
1871,274.6528261,-13.78618634,17.40513048,15.642174,10.990991,28.857383,1,IN
1872,274.6933299,-13.78426178,17.94877075,16.07916,10.990991,29.401023,1,IN
1873,274.6527534,-13.78363935,19.45959875,17.659149,10.990991,30.911851,1,IN
1874,274.671394,-13.78222265,17.83692349,15.986901,11.111111,29.392479,1,IN
1875,274.6825533,-13.77939889,18.71637572,16.791644,11.111111,30.271931,1,IN
1876,274.6526399,-13.77689751,19.82362034,18.034976,11.111111,31.379176,1,IN
1877,274.6842173,-13.77348077,19.23976381,17.390079,11.111111,30.79532,1,IN
1878,274.6558417,-13.77238749,20.15389565,18.389485,11.111111,31.709451,1,IN
1879,274.6596876,-13.76913053,20.22459028,18.469226,11.111111,31.780146,1,IN
1880,274.6728738,-13.76908699,14.9814727,13.842075,11.111111,26.537028,1,IN
1882,274.6795977,-13.7659566,15.16552711,14.052116,11.111111,26.721083,1,IN
1903,274.680788,-13.76110367,19.93374268,18.15054,11.231231,31.592602,1,IN
1904,274.6794242,-13.76018616,15.07771151,13.943653,11.231231,26.736571,1,IN
1905,274.6962478,-13.75934253,18.41736093,16.450159,11.231231,30.07622,1,IN
1928,274.6909499,-13.75887204,19.31508815,17.441119,11.351351,31.07725,1,IN
1929,274.6573734,-13.7538492,15.12343771,13.99475,11.351351,26.8856,1,IN
1930,274.6706678,-13.75280245,16.9894571,15.289851,11.351351,28.751619,1,IN
1931,274.6937576,-13.75055197,19.41115421,17.563474,11.351351,31.173317,1,IN
1932,274.6894494,-13.75022434,18.17010812,16.266616,11.351351,29.93227,1,IN
1933,274.6619743,-13.79672104,18.83539237,16.894978,11.351351,30.597555,1,IN
1934,274.6553737,-13.78718591,19.10464597,17.206757,11.351351,30.866808,1,IN
1935,274.6624289,-13.78544246,18.74581438,16.792968,11.351351,30.507977,1,IN
1936,274.6954076,-13.78469607,18.68239386,16.73519,11.351351,30.444556,1,IN
1937,274.6569387,-13.78366752,18.1739552,16.258703,11.351351,29.936118,1,IN
1938,274.6506533,-13.78265752,19.54276159,17.692631,11.351351,31.304924,1,IN
1939,274.6503591,-13.78224372,19.44437785,17.584361,11.471471,31.309843,1,IN
1940,274.6655741,-13.77942314,15.24145504,14.092125,11.471471,27.106921,1,IN
1941,274.6913232,-13.77811536,18.56190386,16.582217,11.471471,30.427369,1,IN
1942,274.6535803,-13.77655042,20.00431433,18.189739,11.471471,31.86978,1,IN
1943,274.6650104,-13.77631224,19.71314563,17.892664,11.471471,31.578611,1,IN
1944,274.6711743,-13.77339501,15.03923883,13.90029,11.471471,26.904704,1,IN
1927,274.6788404,-13.75913882,19.31565893,17.462906,11.351351,31.077821,1,IN
1926,274.6498952,-13.76077548,19.89329139,18.070955,11.351351,31.655454,1,IN
1925,274.6987233,-13.76204109,18.70793346,16.765488,11.351351,30.470096,1,IN
1924,274.6619162,-13.76245538,18.17401869,16.262069,11.351351,29.936181,1,IN
1906,274.6980542,-13.75557193,19.7715815,17.986871,11.231231,31.430441,1,IN
1907,274.6771348,-13.75514164,20.09553669,18.322561,11.231231,31.754396,1,IN
1908,274.6917027,-13.75477336,20.09992292,18.336442,11.231231,31.758782,1,IN
1909,274.6742057,-13.75376208,15.07778444,13.929371,11.231231,26.736643,1,IN
1910,274.6647761,-13.79857704,19.77237294,17.957598,11.231231,31.431232,1,IN
1911,274.6613416,-13.79583674,19.06215365,17.165269,11.231231,30.721013,1,IN
1912,274.6596213,-13.79513081,19.3842564,17.532809,11.231231,31.043115,1,IN
1913,274.6576337,-13.79281004,19.65032339,17.843683,11.231231,31.309182,1,IN
1862,274.6764014,-13.75173691,19.69208308,17.929858,10.990991,31.144335,1,IN
1914,274.6719522,-13.79015728,19.39732354,17.587824,11.231231,31.056183,1,IN
1916,274.6669805,-13.77527776,14.65500585,13.479782,11.351351,26.417168,1,IN
1917,274.6644987,-13.77307757,19.80555265,18.002553,11.351351,31.567715,1,IN
1918,274.6609293,-13.76845473,19.67959051,17.850705,11.351351,31.441753,1,IN
1919,274.6859708,-13.76825254,19.67221923,17.848064,11.351351,31.434382,1,IN
1920,274.6980213,-13.76785515,18.37734638,16.408058,11.351351,30.139509,1,IN
1921,274.6651114,-13.76597208,19.90454235,18.105994,11.351351,31.666705,1,IN
1922,274.6535464,-13.76491371,19.23547503,17.337717,11.351351,30.997637,1,IN
1923,274.6804312,-13.76479054,20.24105875,18.451899,11.351351,32.003221,1,IN
1915,274.6692768,-13.78944444,19.74832496,17.943557,11.231231,31.407184,1,IN
1693,274.6860671,-13.77788753,19.61512139,17.930921,10.39039,30.550857,1,IN
1692,274.6857611,-13.78016164,14.14229839,13.120029,10.39039,25.078034,1,IN
1691,274.6902233,-13.78248271,14.33897585,13.248078,10.39039,25.274712,1,IN
1462,274.6937716,-13.78980484,18.49934069,16.803408,9.3093093,28.505347,1,IN
1463,274.6861978,-13.78949722,18.00325658,16.259951,9.3093093,28.009263,1,IN
1464,274.6669329,-13.78880266,19.48771132,17.89528,9.3093093,29.493717,1,IN
1465,274.6870806,-13.78809366,18.98442119,17.385943,9.3093093,28.990427,1,IN
1466,274.6694613,-13.78644729,18.38231835,16.682201,9.3093093,28.388324,1,IN
1467,274.674238,-13.78455154,14.40395737,13.448695,9.3093093,24.409964,1,IN
1468,274.6552519,-13.78250229,19.25156346,17.637251,9.4294294,29.360873,1,IN
1469,274.6862395,-13.77939706,18.8868547,17.24108,9.4294294,28.996164,1,IN
1470,274.6548524,-13.77861207,19.5001177,17.927862,9.4294294,29.609427,1,IN
1471,274.6610458,-13.77794685,16.42979492,14.935116,9.4294294,26.539104,1,IN
1472,274.6799465,-13.77759253,14.18811873,13.218516,9.4294294,24.297428,1,IN
1473,274.6633104,-13.77710842,18.76316801,17.078536,9.4294294,28.872477,1,IN
1474,274.6928886,-13.77130241,18.27705721,16.545682,9.4294294,28.386367,1,IN
1475,274.65988,-13.77002729,19.77551017,18.194579,9.4294294,29.88482,1,IN
1476,274.6770338,-13.76281095,18.85679168,17.178402,9.4294294,28.966101,1,IN
1477,274.6952664,-13.76158542,19.85622698,18.294443,9.4294294,29.965536,1,IN
1478,274.6844998,-13.75974062,18.8696557,17.188829,9.4294294,28.978965,1,IN
1461,274.6681103,-13.7930611,19.11152849,17.478258,9.3093093,29.117535,1,IN
1479,274.6994003,-13.75795872,18.5698119,16.875467,9.4294294,28.679121,1,IN
1460,274.6649688,-13.79603564,15.70775494,14.320857,9.3093093,25.713761,1,IN
1458,274.679045,-13.75717816,18.83816442,17.198876,9.3093093,28.844171,1,IN
1441,274.6810577,-13.79459119,18.45353966,16.763577,9.1891892,28.356242,1,IN
1442,274.6717646,-13.79285928,19.26646477,17.6811,9.1891892,29.169168,1,IN
1443,274.6640104,-13.79242076,18.13994784,16.413885,9.1891892,28.042651,1,IN
1444,274.662365,-13.7921865,18.8339528,17.213611,9.1891892,28.736656,1,IN
1445,274.6967696,-13.79161437,17.84100551,16.101883,9.1891892,27.743708,1,IN
1446,274.6912265,-13.78893483,18.9528232,17.315703,9.1891892,28.855526,1,IN
1447,274.6785552,-13.7857046,18.26346642,16.556591,9.1891892,28.166169,1,IN
1448,274.6947844,-13.78562552,18.80581473,17.18497,9.1891892,28.708518,1,IN
1449,274.6563667,-13.78298667,18.79211383,17.158048,9.1891892,28.694817,1,IN
1450,274.6523133,-13.77882117,18.65949943,16.962169,9.3093093,28.665506,1,IN
1451,274.6533965,-13.77417223,20.27456054,18.774515,9.3093093,30.280567,1,IN
1452,274.6493594,-13.77253169,18.17549292,16.452989,9.3093093,28.181499,1,IN
1453,274.6554666,-13.77168539,18.39477345,16.682763,9.3093093,28.40078,1,IN
1454,274.6732323,-13.77102654,17.82031401,16.06323,9.3093093,27.82632,1,IN
1455,274.6856626,-13.76807797,18.34039884,16.629469,9.3093093,28.346405,1,IN
1456,274.6766883,-13.76142845,17.46152985,15.773946,9.3093093,27.467536,1,IN
1457,274.6828943,-13.76032147,18.48122419,16.765334,9.3093093,28.48723,1,IN
1459,274.6592601,-13.79931825,18.72249272,17.057096,9.3093093,28.728499,1,IN
1440,274.6628089,-13.796526,17.96959872,16.236255,9.1891892,27.872302,1,IN
1480,274.6527698,-13.75456228,20.34308203,18.928773,9.4294294,30.452391,1,IN
1482,274.666803,-13.79743029,18.42222055,16.713112,9.4294294,28.53153,1,IN
1504,274.6770303,-13.76597397,19.53190445,17.945925,9.5495495,29.744517,1,IN
1505,274.6545121,-13.76430403,18.00680486,16.227806,9.5495495,28.219418,1,IN
1506,274.6839714,-13.75908761,18.40573205,16.677219,9.5495495,28.618345,1,IN
1507,274.6784719,-13.75852174,18.55961474,16.842779,9.5495495,28.772227,1,IN
1508,274.6822268,-13.75780713,18.06429536,16.28099,9.5495495,28.276908,1,IN
1509,274.6956839,-13.75690728,19.18766828,17.547787,9.5495495,29.400281,1,IN
1510,274.693549,-13.75191508,18.4341621,16.710824,9.5495495,28.646775,1,IN
1511,274.6676527,-13.79075617,18.58286541,16.870954,9.5495495,28.795478,1,IN
1512,274.6508792,-13.78779884,18.25819092,16.51157,9.5495495,28.470804,1,IN
1513,274.694222,-13.78712844,18.93715709,17.289346,9.5495495,29.14977,1,IN
1514,274.6659538,-13.78666875,19.78777403,18.217971,9.5495495,30.000387,1,IN
1515,274.6593115,-13.78352104,19.62685456,18.015092,9.5495495,29.839467,1,IN
1516,274.66805,-13.78294421,14.38723139,13.423123,9.5495495,24.599844,1,IN
1517,274.6567866,-13.78062654,17.95755384,16.170505,9.6696697,28.27347,1,IN
1518,274.6879317,-13.77965004,18.03985379,16.254591,9.6696697,28.35577,1,IN
1519,274.6557056,-13.77774612,19.31213077,17.685391,9.6696697,29.628047,1,IN
1520,274.6880792,-13.77672901,18.6214177,16.914993,9.6696697,28.937334,1,IN
1503,274.6774592,-13.76890176,18.77710394,17.122305,9.5495495,28.989717,1,IN
1481,274.6798762,-13.75252635,19.69973105,18.12666,9.4294294,29.80904,1,IN
1502,274.6600856,-13.77023758,19.44576702,17.854302,9.5495495,29.65838,1,IN
1500,274.6536268,-13.77286071,18.90716811,17.216462,9.5495495,29.119781,1,IN
1483,274.6685103,-13.792386,18.43508244,16.722605,9.4294294,28.544392,1,IN
1484,274.6686188,-13.79079167,19.32802556,17.711249,9.4294294,29.437335,1,IN
1485,274.6988924,-13.79030685,18.35917403,16.642211,9.4294294,28.468483,1,IN
1486,274.6628944,-13.79009754,18.90071186,17.269085,9.4294294,29.010021,1,IN
1487,274.6657092,-13.78808578,19.1262866,17.502225,9.4294294,29.235596,1,IN
1488,274.6918659,-13.78596811,19.84502561,18.26397,9.4294294,29.954335,1,IN
1489,274.6642909,-13.78560363,14.10959296,13.126737,9.4294294,24.218902,1,IN
1490,274.6762536,-13.78529633,18.03283746,16.280262,9.4294294,28.142147,1,IN
1491,274.6544552,-13.78449838,19.51798598,17.908893,9.4294294,29.627295,1,IN
1492,274.6727062,-13.7839549,16.80272888,15.239058,9.4294294,26.912038,1,IN
1493,274.656652,-13.78365767,18.99318322,17.349986,9.4294294,29.102493,1,IN
1494,274.6509865,-13.78279682,18.86574034,17.201236,9.4294294,28.97505,1,IN
1495,274.6528385,-13.78130655,18.19351774,16.422253,9.5495495,28.40613,1,IN
1496,274.6512169,-13.77962931,18.9274183,17.286684,9.5495495,29.140031,1,IN
1497,274.6827348,-13.7780367,16.55683898,15.030988,9.5495495,26.769452,1,IN
1498,274.6532412,-13.77406811,19.3741776,17.744374,9.5495495,29.58679,1,IN
1499,274.6967921,-13.77325884,18.4589332,16.734121,9.5495495,28.671546,1,IN
1501,274.6862063,-13.77057035,14.278204,13.351998,9.5495495,24.490817,1,IN
