,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
30,62.11,5384112,6,0,213516.35-010258.5,323.818097,-1.049594,111,124,57171.2943,0,0.595,,,,,,,,,,,,,,,,,,,20.3839,0.1193,20.383,0.0787,20.4578,0.0799,19.8527,0.1353,19.6218,0.093,19.8521,0.0757,,,,,,,12.81,5384113.0
31,63.89,5384124,51,0,213509.13-010211.4,323.788041,-1.036564,36,44,57733.2075,32,1.0,11.1224,0.0069,11.119,0.0064,11.1222,0.0073,10.6952,0.0096,10.6955,0.0095,10.6961,0.0097,9.8217,0.0071,9.8169,0.0065,9.829,0.0073,9.6482,0.0088,9.6433,0.0082,9.653,0.0086,9.6081,0.0102,9.6002,0.0095,9.6157,0.0101,9.6428,0.0188,9.6301,0.0186,9.6428,0.0194,13.1,2009100512.0
32,64.92,5384138,8,0,213514.41-010200.0,323.810024,-1.033309,126,211,57191.1053,0,0.575,,,,,,,,,,,,,,,,,,,20.7604,0.0232,20.8843,0.1268,20.7267,0.0508,19.9619,0.0461,20.1893,0.1364,19.9269,0.0688,,,,,,,12.32,2009100522.0
33,66.29,5384075,11,0,213507.79-010258.1,323.782452,-1.049465,108,108,57193.5323,0,0.729,,,,,,,,,,,,,,,,,,,20.2453,0.0369,19.9297,0.0596,20.2101,0.0323,19.5601,0.0442,19.3489,0.0681,19.5198,0.0363,,,,,,,5.35,5384074.0
34,71.3,5384074,2,0,213507.46-010300.3,323.781087,-1.050055,75,36,57045.6481,0,0.56,,,,,,,,,,,,,,,,,,,20.6508,0.0947,20.4117,0.1221,20.6669,0.0793,,,,,,,,,,,,,5.35,5384075.0
35,72.02,5384065,15,0,213508.84-010347.1,323.786805,-1.063084,98,36,57359.058,0,0.795,,,,,,,,,,,,,,,,,,,20.1194,0.0268,20.0902,0.0619,20.1311,0.0276,19.6178,0.0307,19.5167,0.1955,19.4746,0.0437,18.9317,0.1583,18.8262,0.1942,18.9265,0.1136,15.0,
36,72.72,5384134,9,0,213512.69-010143.6,323.802885,-1.028743,78,170,57192.1736,0,0.631,,,,,,,,,,,,,,,,,,,20.3623,0.0605,20.1017,0.0884,20.3499,0.0476,19.8266,0.0844,19.7609,0.1034,19.8107,0.0543,,,,,,,4.75,5384135.0
37,73.33,5384070,51,0,213511.96-010409.0,323.799851,-1.069186,45,71,57516.307,2,0.978,,,,,,,,,,,,,20.4323,0.0268,20.5176,0.0796,20.4887,0.0357,19.4687,0.012,19.5432,0.0238,19.4821,0.014,18.1928,0.0092,18.2285,0.025,18.2095,0.0143,17.6878,0.0157,17.7508,0.0309,17.7048,0.0201,11.64,5384069.0
38,73.68,5384072,31,2,213515.69-010347.7,323.815383,-1.063263,54,48,57521.232,2,0.65,,,,,,,,,,,,,20.5389,0.0753,20.2635,0.1255,20.5592,0.0748,19.4616,0.0552,19.1236,0.0498,19.5966,0.0214,18.8678,0.059,18.5589,0.0544,18.906,0.0241,18.5327,0.0682,18.4979,0.1397,18.5512,0.0323,4.82,5384102.0
39,73.88,5384135,1,0,213512.40-010142.1,323.801631,-1.028333,36,36,57250.5641,0,0.398,,,,,,,,,,,,,,,,,,,20.6309,0.2384,20.3309,0.137,20.7549,0.1132,,,,,,,,,,,,,4.75,5384134.0
